conceptId	en	current_ru	status	suggested_ru	reason	source_basis
FMA55686	right lower secondary canine tooth	Правый нижняя вторичная клык зуб	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA55687	left lower secondary canine tooth	Левый нижняя вторичная клык зуб	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA55688	right upper second secondary premolar tooth	Правый верхняя вторая вторичная премоляр зуб	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA55689	right upper first secondary premolar tooth	Правый верхняя первая вторичная премоляр зуб	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA55690	left upper first secondary premolar tooth	Левый верхняя первая вторичная премоляр зуб	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA55691	left upper second secondary premolar tooth	Левый верхняя вторая вторичная премоляр зуб	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA55692	left lower second secondary premolar tooth	Левый нижняя вторая вторичная премоляр зуб	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA55693	left lower first secondary premolar tooth	Левый нижняя первая вторичная премоляр зуб	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA55694	right lower first secondary premolar tooth	Правый нижняя первая вторичная премоляр зуб	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA55695	right lower second secondary premolar tooth	Правый нижняя вторая вторичная премоляр зуб	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA55697	right upper second secondary molar tooth	Правый верхняя вторая вторичная моляр зуб	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA55698	right upper first secondary molar tooth	Правый верхняя первая вторичная моляр зуб	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA55699	left upper first secondary molar tooth	Левый верхняя первая вторичная моляр зуб	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA55700	left upper second secondary molar tooth	Левый верхняя вторая вторичная моляр зуб	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA55703	left lower second secondary molar tooth	Левый нижняя вторая вторичная моляр зуб	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA55704	left lower first secondary molar tooth	Левый нижняя первая вторичная моляр зуб	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA55705	right lower first secondary molar tooth	Правый нижняя первая вторичная моляр зуб	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA55706	right lower second secondary molar tooth	Правый нижняя вторая вторичная моляр зуб	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA55712	upper secondary incisor tooth	Верхняя вторичная резец зуб	OK	Верхняя вторичная резец зуб	checked: no structural quality flags	FMA; pattern consistency
FMA55713	lower secondary incisor tooth	Нижняя вторичная резец зуб	OK	Нижняя вторичная резец зуб	checked: no structural quality flags	FMA; pattern consistency
FMA55714	upper secondary canine tooth	Верхняя вторичная клык зуб	OK	Верхняя вторичная клык зуб	checked: no structural quality flags	FMA; pattern consistency
FMA55715	lower secondary canine tooth	Нижняя вторичная клык зуб	OK	Нижняя вторичная клык зуб	checked: no structural quality flags	FMA; pattern consistency
FMA55716	upper secondary premolar tooth	Верхняя вторичная премоляр зуб	OK	Верхняя вторичная премоляр зуб	checked: no structural quality flags	FMA; pattern consistency
FMA55717	lower secondary premolar tooth	Нижняя вторичная премоляр зуб	OK	Нижняя вторичная премоляр зуб	checked: no structural quality flags	FMA; pattern consistency
FMA55720	upper secondary molar tooth	Верхняя вторичная моляр зуб	OK	Верхняя вторичная моляр зуб	checked: no structural quality flags	FMA; pattern consistency
FMA55721	lower secondary molar tooth	Нижняя вторичная моляр зуб	OK	Нижняя вторичная моляр зуб	checked: no structural quality flags	FMA; pattern consistency
FMA55722	upper central secondary incisor tooth	Верхняя центральная вторичная резец зуб	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA55723	lower central secondary incisor tooth	Нижняя центральная вторичная резец зуб	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA55724	upper lateral secondary incisor tooth	Верхняя латеральная вторичная резец зуб	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA55725	lower lateral secondary incisor tooth	Нижняя латеральная вторичная резец зуб	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA55798	right upper secondary canine tooth	Правый верхняя вторичная клык зуб	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA55799	left upper secondary canine tooth	Левый верхняя вторичная клык зуб	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA55801	upper first secondary premolar tooth	Верхняя первая вторичная премоляр зуб	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA55802	upper second secondary premolar tooth	Верхняя вторая вторичная премоляр зуб	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA55803	lower first secondary premolar tooth	Нижняя первая вторичная премоляр зуб	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA55804	lower second secondary premolar tooth	Нижняя вторая вторичная премоляр зуб	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA55811	upper first secondary molar tooth	Верхняя первая вторичная моляр зуб	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA55812	upper second secondary molar tooth	Верхняя вторая вторичная моляр зуб	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA55814	lower first secondary molar tooth	Нижняя первая вторичная моляр зуб	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA55815	lower second secondary molar tooth	Нижняя вторая вторичная моляр зуб	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA57140	right lower lateral secondary incisor tooth	Правый нижняя латеральная вторичная резец зуб	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA57141	left lower lateral secondary incisor tooth	Левый нижняя латеральная вторичная резец зуб	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA57142	right lower central secondary incisor tooth	Правый нижняя центральная вторичная резец зуб	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA57143	left lower central secondary incisor tooth	Левый нижняя центральная вторичная резец зуб	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA57965	zone of investing fascia	Зона покрывающей фасции	OK	Зона покрывающей фасции	checked: no structural quality flags	FMA; pattern consistency
FMA58071	chamber of eyeball	Камера глазное яблоко	OK	Камера глазное яблоко	checked: no structural quality flags	FMA; pattern consistency
FMA58078	anterior chamber of eyeball	Передняя камера глазного яблока	OK	Передняя камера глазного яблока	checked: no structural quality flags	FMA; pattern consistency
FMA58081	anterior chamber of right eyeball	Передняя камера правого глазного яблока	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA58082	anterior chamber of left eyeball	Передняя камера левого глазного яблока	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA58101	layer of wall of eyeball	Слой стенка глазное яблоко	OK	Слой стенка глазное яблоко	checked: no structural quality flags	FMA; pattern consistency
FMA58102	fibrous layer of eyeball	Фиброзная слой глазное яблоко	OK	Фиброзная слой глазное яблоко	checked: no structural quality flags	FMA; pattern consistency
FMA58235	iris	Радужка	OK	Радужка	checked: no structural quality flags	FMA; pattern consistency
FMA58236	right iris	Правый радужка	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA58237	left iris	Левый радужка	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA58238	cornea	Роговица	OK	Роговица	checked: no structural quality flags	FMA; pattern consistency
FMA58239	right cornea	Правый роговица	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA58240	left cornea	Левый роговица	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA58241	lens	Хрусталик	OK	Хрусталик	checked: no structural quality flags	FMA; pattern consistency
FMA58242	right lens	Правый хрусталик	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA58243	left lens	Левый хрусталик	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA58245	lacrimal canaliculus	Слёзная каналикулус	OK	Слёзная каналикулус	checked: no structural quality flags	FMA; pattern consistency
FMA58269	sclera	Склера	OK	Склера	checked: no structural quality flags	FMA; pattern consistency
FMA58271	right sclera	Правый склера	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA58272	left sclera	Левый склера	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA58274	muscle of trunk	Мышца туловище	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA58298	choroid	Сосудистая оболочка	OK	Сосудистая оболочка	checked: no structural quality flags	FMA; pattern consistency
FMA58299	right choroid	Правый сосудистая оболочка	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA58300	left choroid	Левый сосудистая оболочка	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA58420	zone of investing fascia of free lower limb	Зона покрывающей фасции свободной нижней конечности	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA58421	zone of investing fascia of lower limb	Зона покрывающей фасции нижней конечности	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA58431	corona ciliaris	Венец килиарис	OK	Венец килиарис	checked: no structural quality flags	FMA; pattern consistency
FMA58479	region of ciliary body	Область ресничная тело	OK	Область ресничная тело	checked: no structural quality flags	FMA; pattern consistency
FMA58483	right corona ciliaris	Правый венец килиарис	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA58484	left corona ciliaris	Левый венец килиарис	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA58599	region of retina	Область сетчатка	OK	Область сетчатка	checked: no structural quality flags	FMA; pattern consistency
FMA58604	optic part of retina	Зрительный часть сетчатка	OK	Зрительный часть сетчатка	checked: no structural quality flags	FMA; pattern consistency
FMA58607	optic part of right retina	Зрительный часть правый сетчатка	FIX	Зрительный часть Правая сетчатка	laterality	FMA; pattern consistency
FMA58608	optic part of left retina	Зрительный часть левый сетчатка	FIX	Зрительный часть Левая сетчатка	laterality	FMA; pattern consistency
FMA58741	zone of investing fascia of thigh	Зона покрывающей фасции бедра	OK	Зона покрывающей фасции бедра	checked: no structural quality flags	FMA; pattern consistency
FMA58775	zone of fascia lata	Зона фасция лата	OK	Зона фасция лата	checked: no structural quality flags	FMA; pattern consistency
FMA58776	right iliotibial tract	Правый илиотибиал проводящий путь	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA58777	left iliotibial tract	Левый илиотибиал проводящий путь	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA58817	subdivision of head proper	Подразделение головка собственно	OK	Подразделение головка собственно	checked: no structural quality flags	FMA; pattern consistency
FMA58827	vitreous body	Витрэоус тело	OK	Витрэоус тело	checked: no structural quality flags	FMA; pattern consistency
FMA58828	right vitreous body	Правый витрэоус тело	FIX	Правое витрэоус тело	laterality; lost_information	FMA; pattern consistency
FMA58829	left vitreous body	Левый витрэоус тело	FIX	Левое витрэоус тело	laterality; lost_information	FMA; pattern consistency
FMA58838	suspensory ligament of lens	Суспэнсорй связка хрусталик	OK	Суспэнсорй связка хрусталик	checked: no structural quality flags	FMA; pattern consistency
FMA58839	suspensory ligament of right lens	Суспэнсорй связка правый хрусталик	OK	Суспэнсорй связка правый хрусталик	checked: no structural quality flags	FMA; pattern consistency
FMA58840	suspensory ligament of left lens	Суспэнсорй связка левый хрусталик	OK	Суспэнсорй связка левый хрусталик	checked: no structural quality flags	FMA; pattern consistency
FMA59086	tarsal plate of eyelid	Предплюсневая кость пластинка веко	OK	Предплюсневая кость пластинка веко	checked: no structural quality flags	FMA; pattern consistency
FMA59087	tarsal plate of upper eyelid	Предплюсневая кость пластинка верхняя веко	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA59088	tarsal plate of lower eyelid	Предплюсневая кость пластинка нижняя веко	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA59089	tarsal plate of right lower eyelid	Предплюсневая кость пластинка правый нижняя веко	FIX	Предплюсневая кость пластинка Правая нижняя веко	laterality	FMA; pattern consistency
FMA59090	tarsal plate of left lower eyelid	Предплюсневая кость пластинка левый нижняя веко	FIX	Предплюсневая кость пластинка Левая нижняя веко	laterality	FMA; pattern consistency
FMA59091	tarsal plate of right upper eyelid	Предплюсневая кость пластинка правый верхняя веко	FIX	Предплюсневая кость пластинка Правая верхняя веко	laterality	FMA; pattern consistency
FMA59092	tarsal plate of left upper eyelid	Предплюсневая кость пластинка левый верхняя веко	FIX	Предплюсневая кость пластинка Левая верхняя веко	laterality	FMA; pattern consistency
FMA59101	lacrimal gland	Слёзная железа	OK	Слёзная железа	checked: no structural quality flags	FMA; pattern consistency
FMA59102	right lacrimal gland	Правый слёзная железа	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA59103	left lacrimal gland	Левый слёзная железа	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA59402	lacrimal lake	Слёзная озеро	OK	Слёзная озеро	checked: no structural quality flags	FMA; pattern consistency
FMA59502	nasal cartilage	Носовая хрящ	OK	Носовая хрящ	checked: no structural quality flags	FMA; pattern consistency
FMA59503	septal nasal cartilage	Перегородочная носовая хрящ	OK	Перегородочная носовая хрящ	checked: no structural quality flags	FMA; pattern consistency
FMA59504	major alar cartilage	Большая алар хрящ	OK	Большая алар хрящ	checked: no structural quality flags	FMA; pattern consistency
FMA59505	right major alar cartilage	Правый большая алар хрящ	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA59506	left major alar cartilage	Левый большая алар хрящ	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA59511	lateral nasal cartilage	Латеральная носовая хрящ	OK	Латеральная носовая хрящ	checked: no structural quality flags	FMA; pattern consistency
FMA59512	right lateral nasal cartilage	Правый латеральная носовая хрящ	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA59513	left lateral nasal cartilage	Левый латеральная носовая хрящ	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA59541	right lacrimal lake	Правый слёзная озеро	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA59542	left lacrimal lake	Левый слёзная озеро	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA59545	right lacrimal sac	Правый слёзная сак	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA59546	left lacrimal sac	Левый слёзная сак	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA59555	right nasolacrimal duct	Правый носослёзный проток	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA59556	left nasolacrimal duct	Левый носослёзный проток	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA59582	right lacrimal canaliculus	Правый слёзная каналикулус	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA59583	left lacrimal canaliculus	Левый слёзная каналикулус	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA59762	gingiva	Гингива	OK	Гингива	checked: no structural quality flags	FMA; pattern consistency
FMA59763	gingiva of upper jaw	Гингива верхняя челюсть	OK	Гингива верхняя челюсть	checked: no structural quality flags	FMA; pattern consistency
FMA59764	gingiva of lower jaw	Гингива нижняя челюсть	OK	Гингива нижняя челюсть	checked: no structural quality flags	FMA; pattern consistency
FMA59788	major salivary gland	Большая слюнная железа	OK	Большая слюнная железа	checked: no structural quality flags	FMA; pattern consistency
FMA59791	sublingual gland	Сублингуал железа	OK	Сублингуал железа	checked: no structural quality flags	FMA; pattern consistency
FMA59802	right submandibular gland	Правый субмандибулар железа	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA59803	left submandibular gland	Левый субмандибулар железа	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA59804	right sublingual gland	Правый сублингуал железа	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA59805	left sublingual gland	Левый сублингуал железа	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA59816	lip	Лип	OK	Лип	checked: no structural quality flags	FMA; pattern consistency
FMA61284	neural tree organ	Нервная дерево орган	OK	Нервная дерево орган	checked: no structural quality flags	FMA; pattern consistency
FMA61708	subdivision of auriculotemporal part of head	Подразделение ушно-височной части головы	OK	Подразделение ушно-височной части головы	checked: no structural quality flags	FMA; pattern consistency
FMA61775	physical anatomical entity	Физическая анатомическая образование	OK	Физическая анатомическая образование	checked: no structural quality flags	FMA; pattern consistency
FMA61815	cardinal segment of brain	Кардинал сегмент головной мозг	OK	Кардинал сегмент головной мозг	checked: no structural quality flags	FMA; pattern consistency
FMA61820	segment of cerebral hemisphere	Сегмент мозговая полушарие	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA61823	lobe of cerebral hemisphere	Доля мозговая полушарие	OK	Доля мозговая полушарие	checked: no structural quality flags	FMA; pattern consistency
FMA61833	caudate nucleus	Хвостатая ядро	OK	Хвостатая ядро	checked: no structural quality flags	FMA; pattern consistency
FMA61834	putamen	Путамэн	OK	Путамэн	checked: no structural quality flags	FMA; pattern consistency
FMA61835	globus pallidus	Глобус паллидус	OK	Глобус паллидус	checked: no structural quality flags	FMA; pattern consistency
FMA61841	amygdala	Миндалевидное тело	OK	Миндалевидное тело	checked: no structural quality flags	FMA; pattern consistency
FMA61842	septum of telencephalon	Перегородка тэлэнкэфалон	OK	Перегородка тэлэнкэфалон	checked: no structural quality flags	FMA; pattern consistency
FMA61857	superior frontal gyrus	Верхняя лобная извилина	OK	Верхняя лобная извилина	checked: no structural quality flags	FMA; pattern consistency
FMA61859	middle frontal gyrus	Средняя лобная извилина	OK	Средняя лобная извилина	checked: no structural quality flags	FMA; pattern consistency
FMA61860	inferior frontal gyrus	Нижняя лобная извилина	OK	Нижняя лобная извилина	checked: no structural quality flags	FMA; pattern consistency
FMA61894	precentral gyrus	Прэкэнтрал извилина	OK	Прэкэнтрал извилина	checked: no structural quality flags	FMA; pattern consistency
FMA61896	postcentral gyrus	Посткэнтрал извилина	OK	Посткэнтрал извилина	checked: no structural quality flags	FMA; pattern consistency
FMA61897	supramarginal gyrus	Супрамаргинал извилина	OK	Супрамаргинал извилина	checked: no structural quality flags	FMA; pattern consistency
FMA61898	angular gyrus	Угловая извилина	OK	Угловая извилина	checked: no structural quality flags	FMA; pattern consistency
FMA61899	superior parietal lobule	Верхняя теменная лобулэ	OK	Верхняя теменная лобулэ	checked: no structural quality flags	FMA; pattern consistency
FMA61906	middle temporal gyrus	Средняя височная извилина	OK	Средняя височная извилина	checked: no structural quality flags	FMA; pattern consistency
FMA61907	inferior temporal gyrus	Нижняя височная извилина	OK	Нижняя височная извилина	checked: no structural quality flags	FMA; pattern consistency
FMA61908	fusiform gyrus	Фусиформ извилина	OK	Фусиформ извилина	checked: no structural quality flags	FMA; pattern consistency
FMA61918	parahippocampal gyrus	Парахиппокампал извилина	OK	Парахиппокампал извилина	checked: no structural quality flags	FMA; pattern consistency
FMA61934	choroid plexus of cerebral hemisphere	Сосудистая оболочка плэксус мозговая полушарие	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA61950	internal capsule	Внутренняя капсула	OK	Внутренняя капсула	checked: no structural quality flags	FMA; pattern consistency
FMA61961	anterior commissure	Передняя спайка	OK	Передняя спайка	checked: no structural quality flags	FMA; pattern consistency
FMA61965	fornix of forebrain	Свод передний мозг	OK	Свод передний мозг	checked: no structural quality flags	FMA; pattern consistency
FMA61970	commissure of fornix of forebrain	Комиссура свод передний мозг	OK	Комиссура свод передний мозг	checked: no structural quality flags	FMA; pattern consistency
FMA61974	stria terminalis	Стриа тэрминалис	OK	Стриа тэрминалис	checked: no structural quality flags	FMA; pattern consistency
FMA61975	lamina terminalis	Пластинка тэрминалис	OK	Пластинка тэрминалис	checked: no structural quality flags	FMA; pattern consistency
FMA61993	midbrain	Средний мозг	OK	Средний мозг	checked: no structural quality flags	FMA; pattern consistency
FMA61996	segment of forebrain	Сегмент передний мозг	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA61997	segment of midbrain	Сегмент средний мозг	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA61998	segment of hindbrain	Сегмент задний мозг	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA62004	medulla oblongata	Продолговатый мозг облонгата	OK	Продолговатый мозг облонгата	checked: no structural quality flags	FMA; pattern consistency
FMA62007	thalamus	Таламус	OK	Таламус	checked: no structural quality flags	FMA; pattern consistency
FMA62008	hypothalamus	Гипоталамус	OK	Гипоталамус	checked: no structural quality flags	FMA; pattern consistency
FMA62032	habenula	Хабэнула	OK	Хабэнула	checked: no structural quality flags	FMA; pattern consistency
FMA62033	pineal body	Шишковидное тело	OK	Шишковидное тело	checked: no structural quality flags	FMA; pattern consistency
FMA62045	optic chiasm	Зрительный хиазма	OK	Зрительный хиазма	checked: no structural quality flags	FMA; pattern consistency
FMA62046	optic tract	Зрительный проводящий путь	OK	Зрительный проводящий путь	checked: no structural quality flags	FMA; pattern consistency
FMA62072	posterior commissure	Задняя комиссура	OK	Задняя комиссура	checked: no structural quality flags	FMA; pattern consistency
FMA62080	stria medullaris of thalamus	Стриа мэдулларис таламус	OK	Стриа мэдулларис таламус	checked: no structural quality flags	FMA; pattern consistency
FMA62209	lateral geniculate body	Латеральная гэникулатэ тело	OK	Латеральная гэникулатэ тело	checked: no structural quality flags	FMA; pattern consistency
FMA62211	medial geniculate body	Медиальная гэникулатэ тело	OK	Медиальная гэникулатэ тело	checked: no structural quality flags	FMA; pattern consistency
FMA62327	tuber cinereum	Тубэр кинэрэум	OK	Тубэр кинэрэум	checked: no structural quality flags	FMA; pattern consistency
FMA62374	segment of telencephalon	Сегмент тэлэнкэфалон	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA62382	right optic tract	Правый зрительный проводящий путь	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA62394	peduncle of midbrain	Пэдунклэ средний мозг	OK	Пэдунклэ средний мозг	checked: no structural quality flags	FMA; pattern consistency
FMA62398	segment of midbrain tectum	Сегмент средний мозг покрышка	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA62403	superior colliculus	Верхняя колликулус	OK	Верхняя колликулус	checked: no structural quality flags	FMA; pattern consistency
FMA62404	inferior colliculus	Нижняя колликулус	OK	Нижняя колликулус	checked: no structural quality flags	FMA; pattern consistency
FMA62434	cingulate gyrus	Кингулатэ извилина	OK	Кингулатэ извилина	checked: no structural quality flags	FMA; pattern consistency
FMA62445	commissure of diencephalon	Комиссура диэнкэфалон	OK	Комиссура диэнкэфалон	checked: no structural quality flags	FMA; pattern consistency
FMA62466	capsule of cerebral hemisphere	Капсула мозговая полушарие	OK	Капсула мозговая полушарие	checked: no structural quality flags	FMA; pattern consistency
FMA62493	hippocampus	Гиппокамп	OK	Гиппокамп	checked: no structural quality flags	FMA; pattern consistency
FMA62504	tributary of deep palmar venous arch	Приток глубокая ладонная венозная дуга	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA62506	dorsal venous network of right hand	Тыльная венозная нэтворк правый кисть	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA62507	dorsal venous network of left hand	Тыльная венозная нэтворк левый кисть	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA62512	trunk of systemic vein	Туловище системная вена	OK	Туловище системная вена	checked: no structural quality flags	FMA; pattern consistency
FMA62514	basal ganglion of telencephalon	Базальный ганглий конечного мозга	OK	Базальный ганглий конечного мозга	checked: no structural quality flags	FMA; pattern consistency
FMA62955	anatomical entity	Анатомическая сущность	OK	Анатомическая сущность	checked: no structural quality flags	FMA; pattern consistency
FMA63103	pancreatic duct tree	Поджелудочная проток дерево	OK	Поджелудочная проток дерево	checked: no structural quality flags	FMA; pattern consistency
FMA63120	parenchyma of pancreas	Парэнчйма поджелудочная железа	OK	Парэнчйма поджелудочная железа	checked: no structural quality flags	FMA; pattern consistency
FMA63812	set of arteries	Совокупность артерии	OK	Совокупность артерии	checked: no structural quality flags	FMA; pattern consistency
FMA63814	set of veins	Совокупность вены	OK	Совокупность вены	checked: no structural quality flags	FMA; pattern consistency
FMA63822	posterior intercostal arteries	Задняя межрёберная артерии	OK	Задняя межрёберная артерии	checked: no structural quality flags	FMA; pattern consistency
FMA64796	region of serous membrane	Область серозная оболочка	OK	Область серозная оболочка	checked: no structural quality flags	FMA; pattern consistency
FMA64822	superficial muscle of neck	Поверхностная мышца шейка	OK	Поверхностная мышца шейка	checked: no structural quality flags	FMA; pattern consistency
