conceptId	system	en	ru
FMA13500	skeletal	Intervertebral disk of third thoracic vertebra	
FMA55114	skeletal	Left arytenoid cartilage	
FMA24498	skeletal	Left calcaneus	
FMA24447	skeletal	Left capitate	
FMA13323	skeletal	Left clavicle	
FMA55116	skeletal	Left corniculate cartilage	
FMA24529	skeletal	Left cuboid bone	
FMA55118	skeletal	Left cuneiform cartilage	
FMA8310	skeletal	Left eighth rib	
FMA8532	skeletal	Left eleventh rib	
FMA24475	skeletal	Left femur	
FMA24481	skeletal	Left fibula	
FMA22555	skeletal	Left fibularis brevis	
FMA22553	skeletal	Left fibularis longus	
FMA22551	skeletal	Left fibularis tertius	
FMA8112	skeletal	Left fifth costal cartilage	
FMA24473	skeletal	Left fifth metacarpal bone	
FMA24516	skeletal	Left fifth metatarsal bone	
FMA8093	skeletal	Left fifth rib	
FMA8005	skeletal	Left first costal cartilage	
FMA24465	skeletal	Left first metacarpal bone	
FMA24508	skeletal	Left first metatarsal bone	
FMA7987	skeletal	Left first rib	
FMA8167	skeletal	Left fourth costal cartilage	
FMA24471	skeletal	Left fourth metacarpal bone	
FMA24514	skeletal	Left fourth metatarsal bone	
FMA8148	skeletal	Left fourth rib	
FMA24449	skeletal	Left hamate	
FMA16587	skeletal	Left hip bone	
FMA23131	skeletal	Left humerus	
FMA58777	skeletal	Left iliotibial tract	
FMA24524	skeletal	Left intermediate cuneiform bone	
FMA24526	skeletal	Left lateral cuneiform bone	
FMA32541	skeletal	Left levator scapulae	
FMA57143	skeletal	Left lower central secondary incisor tooth	
FMA55704	skeletal	Left lower first secondary molar tooth	
FMA55693	skeletal	Left lower first secondary premolar tooth	
FMA57141	skeletal	Left lower lateral secondary incisor tooth	
FMA55703	skeletal	Left lower second secondary molar tooth	
FMA55692	skeletal	Left lower second secondary premolar tooth	
FMA55687	skeletal	Left lower secondary canine tooth	
FMA24438	skeletal	Left lunate	
FMA59506	skeletal	Left major alar cartilage	
FMA53650	skeletal	Left maxilla	
FMA24522	skeletal	Left medial cuneiform bone	
FMA53648	skeletal	Left nasal bone	
FMA8391	skeletal	Left ninth rib	
FMA53656	skeletal	Left palatine bone	
FMA52789	skeletal	Left parietal bone	
FMA24487	skeletal	Left patella	
FMA24442	skeletal	Left pisiform	
FMA23465	skeletal	Left radius	
FMA24436	skeletal	Left scaphoid	
FMA13396	skeletal	Left scapula	
FMA8031	skeletal	Left second costal cartilage	
FMA24467	skeletal	Left second metacarpal bone	
FMA24510	skeletal	Left second metatarsal bone	
FMA8012	skeletal	Left second rib	
FMA8275	skeletal	Left seventh costal cartilage	
FMA8256	skeletal	Left seventh rib	
FMA8221	skeletal	Left sixth costal cartilage	
FMA8202	skeletal	Left sixth rib	
FMA13415	skeletal	Left subscapularis	
FMA24483	skeletal	Left talus	
FMA52739	skeletal	Left temporal bone	
FMA8472	skeletal	Left tenth rib	
FMA8058	skeletal	Left third costal cartilage	
FMA24469	skeletal	Left third metacarpal bone	
FMA24512	skeletal	Left third metatarsal bone	
FMA8039	skeletal	Left third rib	
FMA24478	skeletal	Left tibia	
FMA22545	skeletal	Left tibialis anterior	
FMA65019	skeletal	Left tibialis posterior	
FMA24444	skeletal	Left trapezium	
FMA24445	skeletal	Left trapezoid	
FMA24440	skeletal	Left triquetral	
FMA8534	skeletal	Left twelfth rib	
FMA23468	skeletal	Left ulna	
FMA55682	skeletal	Left upper central secondary incisor tooth	
FMA55699	skeletal	Left upper first secondary molar tooth	
FMA55690	skeletal	Left upper first secondary premolar tooth	
FMA55683	skeletal	Left upper lateral secondary incisor tooth	
FMA55700	skeletal	Left upper second secondary molar tooth	
FMA55691	skeletal	Left upper second secondary premolar tooth	
FMA55799	skeletal	Left upper secondary canine tooth	
FMA52893	skeletal	Left zygomatic bone	
FMA52748	skeletal	Mandible	
FMA7486	skeletal	Manubrium	
FMA32647	skeletal	Middle phalanx of left fourth toe	
FMA23938	skeletal	Middle phalanx of left index finger	
FMA23944	skeletal	Middle phalanx of left little finger	
FMA230988	skeletal	Middle phalanx of left little toe	
FMA23940	skeletal	Middle phalanx of left middle finger	
FMA23942	skeletal	Middle phalanx of left ring finger	
FMA32643	skeletal	Middle phalanx of left second toe	
FMA32645	skeletal	Middle phalanx of left third toe	
FMA32646	skeletal	Middle phalanx of right fourth toe	
FMA24455	skeletal	Middle phalanx of right index finger	
FMA24458	skeletal	Middle phalanx of right little finger	
FMA230986	skeletal	Middle phalanx of right little toe	
FMA24456	skeletal	Middle phalanx of right middle finger	
FMA24457	skeletal	Middle phalanx of right ring finger	
FMA32642	skeletal	Middle phalanx of right second toe	
FMA32644	skeletal	Middle phalanx of right third toe	
FMA24501	skeletal	Navicular bone of left foot	
FMA24500	skeletal	Navicular bone of right foot	
FMA10014	skeletal	Ninth thoracic vertebra	
FMA52735	skeletal	Occipital bone	
FMA43254	skeletal	Proximal phalanx of left big toe	
FMA32639	skeletal	Proximal phalanx of left fourth toe	
FMA71915	skeletal	Proximal phalanx of left index finger	
FMA66791	skeletal	Proximal phalanx of left little finger	
FMA32641	skeletal	Proximal phalanx of left little toe	
FMA71908	skeletal	Proximal phalanx of left middle finger	
FMA71916	skeletal	Proximal phalanx of left ring finger	
FMA32635	skeletal	Proximal phalanx of left second toe	
FMA32637	skeletal	Proximal phalanx of left third toe	
FMA65470	skeletal	Proximal phalanx of left thumb	
FMA43253	skeletal	Proximal phalanx of right big toe	
FMA32638	skeletal	Proximal phalanx of right fourth toe	
FMA24451	skeletal	Proximal phalanx of right index finger	
FMA24454	skeletal	Proximal phalanx of right little finger	
FMA32640	skeletal	Proximal phalanx of right little toe	
FMA24452	skeletal	Proximal phalanx of right middle finger	
FMA24453	skeletal	Proximal phalanx of right ring finger	
FMA32634	skeletal	Proximal phalanx of right second toe	
FMA32636	skeletal	Proximal phalanx of right third toe	
FMA24450	skeletal	Proximal phalanx of right thumb	
FMA55113	skeletal	Right arytenoid cartilage	
FMA24497	skeletal	Right calcaneus	
FMA24446	skeletal	Right capitate	
FMA13322	skeletal	Right clavicle	
FMA55115	skeletal	Right corniculate cartilage	
FMA24528	skeletal	Right cuboid bone	
FMA55117	skeletal	Right cuneiform cartilage	
FMA8283	skeletal	Right eighth rib	
FMA8531	skeletal	Right eleventh rib	
FMA24474	skeletal	Right femur	
FMA24480	skeletal	Right fibula	
FMA22554	skeletal	Right fibularis brevis	
FMA22552	skeletal	Right fibularis longus	
FMA22550	skeletal	Right fibularis tertius	
FMA8070	skeletal	Right fifth costal cartilage	
FMA24472	skeletal	Right fifth metacarpal bone	
FMA24515	skeletal	Right fifth metatarsal bone	
FMA8066	skeletal	Right fifth rib	
FMA7875	skeletal	Right first costal cartilage	
FMA24464	skeletal	Right first metacarpal bone	
FMA24507	skeletal	Right first metatarsal bone	
FMA7857	skeletal	Right first rib	
FMA7976	skeletal	Right fourth costal cartilage	
FMA24470	skeletal	Right fourth metacarpal bone	
FMA24513	skeletal	Right fourth metatarsal bone	
FMA7957	skeletal	Right fourth rib	
FMA24448	skeletal	Right hamate	
FMA16586	skeletal	Right hip bone	
FMA23130	skeletal	Right humerus	
FMA58776	skeletal	Right iliotibial tract	
FMA24523	skeletal	Right intermediate cuneiform bone	
FMA24525	skeletal	Right lateral cuneiform bone	
FMA32540	skeletal	Right levator scapulae	
FMA57142	skeletal	Right lower central secondary incisor tooth	
FMA55705	skeletal	Right lower first secondary molar tooth	
FMA55694	skeletal	Right lower first secondary premolar tooth	
FMA57140	skeletal	Right lower lateral secondary incisor tooth	
FMA55706	skeletal	Right lower second secondary molar tooth	
FMA55695	skeletal	Right lower second secondary premolar tooth	
FMA55686	skeletal	Right lower secondary canine tooth	
FMA24437	skeletal	Right lunate	
FMA59505	skeletal	Right major alar cartilage	
FMA53649	skeletal	Right maxilla	
FMA24521	skeletal	Right medial cuneiform bone	
FMA53647	skeletal	Right nasal bone	
FMA8364	skeletal	Right ninth rib	
FMA53655	skeletal	Right palatine bone	
FMA52788	skeletal	Right parietal bone	
FMA24486	skeletal	Right patella	
FMA24441	skeletal	Right pisiform	
FMA23464	skeletal	Right radius	
FMA24435	skeletal	Right scaphoid	
FMA13395	skeletal	Right scapula	
FMA7886	skeletal	Right second costal cartilage	
FMA24466	skeletal	Right second metacarpal bone	
FMA24509	skeletal	Right second metatarsal bone	
FMA7882	skeletal	Right second rib	
FMA8248	skeletal	Right seventh costal cartilage	
FMA8229	skeletal	Right seventh rib	
FMA8194	skeletal	Right sixth costal cartilage	
FMA8175	skeletal	Right sixth rib	
FMA13414	skeletal	Right subscapularis	
FMA24482	skeletal	Right talus	
FMA52738	skeletal	Right temporal bone	
FMA8445	skeletal	Right tenth rib	
FMA7913	skeletal	Right third costal cartilage	
FMA24468	skeletal	Right third metacarpal bone	
FMA24511	skeletal	Right third metatarsal bone	
FMA7909	skeletal	Right third rib	
FMA24477	skeletal	Right tibia	
FMA22544	skeletal	Right tibialis anterior	
FMA65018	skeletal	Right tibialis posterior	
FMA24443	skeletal	Right trapezium	
FMA23725	skeletal	Right trapezoid	
FMA24439	skeletal	Right triquetral	
FMA8533	skeletal	Right twelfth rib	
FMA23467	skeletal	Right ulna	
FMA55681	skeletal	Right upper central secondary incisor tooth	
FMA55698	skeletal	Right upper first secondary molar tooth	
FMA55689	skeletal	Right upper first secondary premolar tooth	
FMA55680	skeletal	Right upper lateral secondary incisor tooth	
FMA55697	skeletal	Right upper second secondary molar tooth	
FMA55688	skeletal	Right upper second secondary premolar tooth	
FMA55798	skeletal	Right upper secondary canine tooth	
FMA52892	skeletal	Right zygomatic bone	
FMA16202	skeletal	Sacrum	
FMA13073	skeletal	Second lumbar vertebra	
FMA9187	skeletal	Second thoracic vertebra	
FMA45098	skeletal	Sesamoid bone of left foot	
FMA45097	skeletal	Sesamoid bone of right foot	
FMA12525	skeletal	Seventh cervical vertebra	
FMA9968	skeletal	Seventh thoracic vertebra	
FMA12524	skeletal	Sixth cervical vertebra	
FMA9945	skeletal	Sixth thoracic vertebra	
FMA52736	skeletal	Sphenoid bone	
FMA10037	skeletal	Tenth thoracic vertebra	
FMA12521	skeletal	Third cervical vertebra	
FMA13074	skeletal	Third lumbar vertebra	
FMA9209	skeletal	Third thoracic vertebra	
FMA55099	skeletal	Thyroid cartilage	
FMA10081	skeletal	Twelfth thoracic vertebra	
FMA9710	skeletal	Vomer	
FMA7488	skeletal	Xiphoid process	
FMA7205	urinary	Left kidney	
FMA15572	urinary	Left ureter	
FMA7204	urinary	Right kidney	
FMA15571	urinary	Right ureter	
FMA19667	urinary	Urethra	
FMA15900	urinary	Urinary bladder	
FMA5011	venous	Accessory hemiazygos vein	
FMA76767	venous	Anterior cardiac vein	
FMA15421	venous	Anterior inferior segmental branch of right portal vein	
FMA15800	venous	Anterior inferior segmental tributary of middle hepatic vein	
FMA66403	venous	Anterior interventricular vein	
FMA68945	venous	Anterior part of lateral segmental vein	
FMA68921	venous	Anterior part of right apical segmental vein	
FMA15420	venous	Anterior superior segmental branch of right portal vein	
FMA15798	venous	Anterior superior segmental tributary of right hepatic vein	
FMA8681	venous	Apical part of right apical segmental vein	
FMA12858	venous	Ascending lumbar vein	
FMA4838	venous	Azygos vein	
FMA15425	venous	Caudate lobe branch of left portal vein	
FMA82706	venous	Caudate lobe branch of right portal vein	
FMA22923	venous	Common palmar digital vein	
FMA4706	venous	Coronary sinus	
FMA21354	venous	Deep dorsal vein of penis	
FMA22954	venous	Dorsal metacarpal vein	
FMA44882	venous	Dorsal venous arch of left foot	
FMA44881	venous	Dorsal venous arch of right foot	
FMA62507	venous	Dorsal venous network of left hand	
FMA62506	venous	Dorsal venous network of right hand	
FMA4707	venous	Great cardiac vein	
FMA4944	venous	Hemiazygos vein	
FMA50735	venous	Hepatic portal vein	
FMA15739	venous	Hepatovenous segment II	
FMA15741	venous	Hepatovenous segment III	
FMA15742	venous	Hepatovenous segment IV	
FMA15747	venous	Hepatovenous segment IX	
FMA15743	venous	Hepatovenous segment V	
FMA15744	venous	Hepatovenous segment VI	
FMA15745	venous	Hepatovenous segment VII	
FMA15746	venous	Hepatovenous segment VIII	
FMA15405	venous	Ileal vein	
FMA15408	venous	Ileocolic vein	
FMA8669	venous	Inferior lingular vein	
FMA15391	venous	Inferior mesenteric vein	
FMA68983	venous	Inferior part of medial segmental vein	
FMA68928	venous	Inferior part of right anterior segmental vein	
FMA68068	venous	Inferior phrenic vein	
FMA10951	venous	Inferior vena cava	
FMA15432	venous	Lateral inferior segmental branch of left portal vein	
FMA15804	venous	Lateral inferior segmental tributary of left hepatic vein	
FMA15431	venous	Lateral superior segmental branch of left portal vein	
FMA15803	venous	Lateral superior segmental tributary of left hepatic vein	
FMA8678	venous	Left anterior basal segmental vein	
FMA77955	venous	Left anterior circumflex humeral vein	
FMA8667	venous	Left anterior segmental vein	
FMA44337	venous	Left anterior tibial vein	
FMA9437	venous	Left apical segmental vein	
FMA4950	venous	Left ascending lumbar vein	
FMA13331	venous	Left axillary vein	
FMA22910	venous	Left basilic vein	
FMA4761	venous	Left brachiocephalic vein	
FMA13326	venous	Left cephalic vein	
FMA77950	venous	Left circumflex scapular vein	
FMA15394	venous	Left colic vein	
FMA21388	venous	Left common iliac vein	
FMA51043	venous	Left deep femoral vein	
FMA22913	venous	Left deep palmar venous arch	
FMA18886	venous	Left external iliac vein	
FMA21189	venous	Left femoral vein	
FMA44886	venous	Left fibular vein	
FMA15399	venous	Left gastric vein	
FMA15390	venous	Left gastroepiploic vein	
FMA44888	venous	Left genicular vein	
FMA21380	venous	Left great saphenous vein	
FMA14339	venous	Left hepatic vein	
FMA18904	venous	Left iliolumbar vein	
FMA21164	venous	Left inferior epigastric vein	
FMA18913	venous	Left inferior gluteal vein	
FMA49913	venous	Left inferior pulmonary vein	
FMA18888	venous	Left internal iliac vein	
FMA4762	venous	Left internal jugular vein	
FMA18919	venous	Left internal pudendal vein	
FMA9450	venous	Left lateral basal segmental vein	
FMA44922	venous	Left lateral circumflex femoral vein	
FMA18907	venous	Left lateral sacral vein	
FMA71212	venous	Left lateral thoracic vein	
FMA4708	venous	Left marginal vein	
FMA22936	venous	Left medial brachial vein	
FMA44919	venous	Left medial circumflex femoral vein	
FMA22969	venous	Left median antebrachial vein	
FMA22965	venous	Left median cubital vein	
FMA4786	venous	Left musculophrenic vein	
FMA18916	venous	Left obturator vein	
FMA22921	venous	Left palmar metacarpal vein	
FMA44329	venous	Left popliteal vein	
FMA15415	venous	Left portal vein	
FMA9451	venous	Left posterior basal segmental vein	
FMA9438	venous	Left posterior segmental vein	
FMA44339	venous	Left posterior tibial vein	
FMA22949	venous	Left radial vein	
FMA14336	venous	Left renal vein	
FMA44335	venous	Left small saphenous vein	
FMA4763	venous	Left subclavian vein	
FMA4951	venous	Left subcostal vein	
FMA23115	venous	Left subscapular vein	
FMA21386	venous	Left superficial dorsal vein of penis	
FMA44341	venous	Left superficial epigastric vein	
FMA22916	venous	Left superficial palmar venous arch	
FMA4785	venous	Left superior epigastric vein	
FMA18910	venous	Left superior gluteal vein	
FMA4797	venous	Left superior intercostal vein	
FMA49916	venous	Left superior pulmonary vein	
FMA14349	venous	Left suprarenal vein	
FMA50860	venous	Left suprascapular vein	
FMA14345	venous	Left testicular vein	
FMA71215	venous	Left thoracodorsal vein	
FMA22952	venous	Left ulnar vein	
FMA15370	venous	Lumbar vein	
FMA15429	venous	Medial inferior segmental branch of left portal vein	
FMA15801	venous	Medial inferior segmental tributary of middle hepatic vein	
FMA15428	venous	Medial superior segmental branch of left portal vein	
FMA15802	venous	Medial superior segmental tributary of left hepatic vein	
FMA77168	venous	Median sacral vein	
FMA4713	venous	Middle cardiac vein	
FMA15406	venous	Middle colic vein	
FMA14340	venous	Middle hepatic vein	
FMA15398	venous	Pancreaticoduodenal vein	
FMA44504	venous	Plantar metatarsal vein	
FMA44884	venous	Plantar venous arch of left foot	
FMA44883	venous	Plantar venous arch of right foot	
FMA15424	venous	Posterior inferior segmental branch of right portal vein	
FMA15797	venous	Posterior inferior segmental tributary of right hepatic vein	
FMA68944	venous	Posterior part of lateral segmental vein	
FMA15423	venous	Posterior superior segmental branch of right portal vein	
FMA15796	venous	Posterior superior segmental tributary of right hepatic vein	
FMA4712	venous	Posterior vein of left ventricle	
FMA71904	venous	Pre-hepatic portal vein	
FMA85097	venous	Proper palmar digital vein of left index finger	
FMA85103	venous	Proper palmar digital vein of left little finger	
FMA85099	venous	Proper palmar digital vein of left middle finger	
FMA85101	venous	Proper palmar digital vein of left ring finger	
FMA85096	venous	Proper palmar digital vein of right index finger	
FMA85102	venous	Proper palmar digital vein of right little finger	
FMA85098	venous	Proper palmar digital vein of right middle finger	
FMA85100	venous	Proper palmar digital vein of right ring finger	
FMA8673	venous	Right anterior basal segmental vein	
FMA77954	venous	Right anterior circumflex humeral vein	
FMA8662	venous	Right anterior segmental vein	
FMA44336	venous	Right anterior tibial vein	
FMA4843	venous	Right ascending lumbar vein	
FMA13330	venous	Right axillary vein	
FMA22909	venous	Right basilic vein	
FMA4751	venous	Right brachiocephalic vein	
FMA13325	venous	Right cephalic vein	
FMA77949	venous	Right circumflex scapular vein	
FMA15407	venous	Right colic vein	
FMA21387	venous	Right common iliac vein	
FMA51042	venous	Right deep femoral vein	
FMA22912	venous	Right deep palmar venous arch	
FMA18885	venous	Right external iliac vein	
FMA21188	venous	Right femoral vein	
FMA44885	venous	Right fibular vein	
FMA15400	venous	Right gastric vein	
FMA15397	venous	Right gastroepiploic vein	
FMA44887	venous	Right genicular vein	
FMA21379	venous	Right great saphenous vein	
FMA14338	venous	Right hepatic vein	
FMA18903	venous	Right iliolumbar vein	
FMA21163	venous	Right inferior epigastric vein	
FMA18912	venous	Right inferior gluteal vein	
FMA49911	venous	Right inferior pulmonary vein	
FMA18887	venous	Right internal iliac vein	
FMA4754	venous	Right internal jugular vein	
FMA18918	venous	Right internal pudendal vein	
FMA4758	venous	Right internal thoracic vein	
FMA9425	venous	Right lateral basal segmental vein	
FMA44920	venous	Right lateral circumflex femoral vein	
FMA18906	venous	Right lateral sacral vein	
FMA71211	venous	Right lateral thoracic vein	
FMA4716	venous	Right marginal vein	
FMA9422	venous	Right medial basal segmental vein	
FMA22935	venous	Right medial brachial vein	
FMA44918	venous	Right medial circumflex femoral vein	
FMA22968	venous	Right median antebrachial vein	
FMA22964	venous	Right median cubital vein	
FMA4772	venous	Right musculophrenic vein	
FMA18915	venous	Right obturator vein	
FMA22920	venous	Right palmar metacarpal vein	
FMA44328	venous	Right popliteal vein	
FMA15414	venous	Right portal vein	
FMA9428	venous	Right posterior basal segmental vein	
FMA8663	venous	Right posterior segmental vein	
FMA44338	venous	Right posterior tibial vein	
FMA22948	venous	Right radial vein	
FMA14335	venous	Right renal vein	
FMA44334	venous	Right small saphenous vein	
FMA4755	venous	Right subclavian vein	
FMA4844	venous	Right subcostal vein	
FMA23114	venous	Right subscapular vein	
FMA21385	venous	Right superficial dorsal vein of penis	
FMA44340	venous	Right superficial epigastric vein	
FMA22915	venous	Right superficial palmar venous arch	
FMA4771	venous	Right superior epigastric vein	
FMA18909	venous	Right superior gluteal vein	
FMA4877	venous	Right superior intercostal vein	
FMA49914	venous	Right superior pulmonary vein	
FMA8670	venous	Right superior segmental vein	
FMA14343	venous	Right suprarenal vein	
FMA50859	venous	Right suprascapular vein	
FMA14341	venous	Right testicular vein	
FMA71214	venous	Right thoracodorsal vein	
FMA22951	venous	Right ulnar vein	
FMA70839	venous	Set of anterior intercostal veins	
FMA70917	venous	Set of dorsal digital veins	
FMA70922	venous	Set of perforating veins	
FMA70919	venous	Set of plantar digital veins	
FMA15395	venous	Sigmoid vein	
FMA4714	venous	Small cardiac vein	
FMA14331	venous	Splenic vein	
FMA21384	venous	Superficial dorsal vein of penis	
FMA8668	venous	Superior lingular vein	
FMA14332	venous	Superior mesenteric vein	
FMA68982	venous	Superior part of medial segmental vein	
FMA68926	venous	Superior part of right anterior segmental vein	
FMA78121	venous	Superior phrenic vein	
FMA15393	venous	Superior rectal vein	
FMA4720	venous	Superior vena cava	
FMA15793	venous	Tributary of middle hepatic vein	
FMA44499	venous	Tributary of plantar venous arch	
FMA82697	venous	Trunk of left portal vein	
FMA68880	venous	Trunk of right apical segmental vein	
FMA82695	venous	Trunk of right portal vein	
