conceptId	en	current_ru	latin_ta	english_ta	mapping_status	confidence
FMA52570	branch of cranial nerve	Ветвь черепного нерва			NO_MATCH	0.00
FMA52571	branch of oculomotor nerve	Ветвь глазодвигательного нерва			NO_MATCH	0.00
FMA52572	superior branch of oculomotor nerve	Верхняя ветвь окуломотор нерв	ramus superior nervi oculomotorii	superior branch of oculomotor nerve	EXACT	1.00
FMA52573	inferior branch of oculomotor nerve	Нижняя ветвь окуломотор нерв	ramus inferior nervi oculomotorii	inferior branch of oculomotor nerve	EXACT	1.00
FMA52574	superior branch of right oculomotor nerve	Верхняя ветвь правый окуломотор нерв	ramus superior nervi oculomotorii	superior branch of oculomotor nerve	PROBABLE	0.86
FMA52575	superior branch of left oculomotor nerve	Верхняя ветвь левый окуломотор нерв	ramus superior nervi oculomotorii	superior branch of oculomotor nerve	PROBABLE	0.86
FMA52576	inferior branch of right oculomotor nerve	Нижняя ветвь правый окуломотор нерв	ramus inferior nervi oculomotorii	inferior branch of oculomotor nerve	PROBABLE	0.86
FMA52577	inferior branch of left oculomotor nerve	Нижняя ветвь левый окуломотор нерв	ramus inferior nervi oculomotorii	inferior branch of oculomotor nerve	PROBABLE	0.86
FMA52607	branch of trigeminal nerve	Ветвь тригэминал нерв			NO_MATCH	0.00
FMA52621	ophthalmic nerve	Офталмик нерв	nervus ophthalmicus	ophthalmic nerve	EXACT	1.00
FMA52622	right ophthalmic nerve	Правый офталмик нерв	nervus ophthalmicus	ophthalmic nerve	PROBABLE	0.86
FMA52623	left ophthalmic nerve	Левый офталмик нерв	nervus ophthalmicus	ophthalmic nerve	PROBABLE	0.86
FMA52624	branch of ophthalmic nerve	Ветвь глазного нерва			NO_MATCH	0.00
FMA52628	lacrimal nerve	Слёзная нерв	nervus lacrimalis	lacrimal nerve	EXACT	1.00
FMA52629	right lacrimal nerve	Правый слёзная нерв	nervus lacrimalis	lacrimal nerve	PROBABLE	0.86
FMA52630	left lacrimal nerve	Левый слёзная нерв	nervus lacrimalis	lacrimal nerve	PROBABLE	0.86
FMA52638	frontal nerve	Лобная нерв	nervus frontalis	frontal nerve	EXACT	1.00
FMA52639	right frontal nerve	Правый лобная нерв	nervus frontalis	frontal nerve	PROBABLE	0.86
FMA52640	left frontal nerve	Левый лобная нерв	nervus frontalis	frontal nerve	PROBABLE	0.86
FMA52641	branch of frontal nerve	Ветвь лобного нерва			NO_MATCH	0.00
FMA52642	supratrochlear nerve	надблоковый нерв	nervus supratrochlearis	supratrochlear nerve	EXACT	1.00
FMA52643	right supratrochlear nerve	Правый надблоковый нерв	nervus supratrochlearis	supratrochlear nerve	PROBABLE	0.86
FMA52644	left supratrochlear nerve	Левый надблоковый нерв	nervus supratrochlearis	supratrochlear nerve	PROBABLE	0.86
FMA52655	supra-orbital nerve	Супра-орбитал нерв			NO_MATCH	0.00
FMA52656	right supra-orbital nerve	Правый супра-орбитал нерв			NO_MATCH	0.00
FMA52657	left supra-orbital nerve	Левый супра-орбитал нерв			NO_MATCH	0.00
FMA52668	nasociliary nerve	Насокилиарй нерв	nervus nasociliaris	nasociliary nerve	EXACT	1.00
FMA52669	right nasociliary nerve	Правый насокилиарй нерв	nervus nasociliaris	nasociliary nerve	PROBABLE	0.86
FMA52670	left nasociliary nerve	Левый насокилиарй нерв	nervus nasociliaris	nasociliary nerve	PROBABLE	0.86
FMA52671	branch of nasociliary nerve	Ветвь носоресничного нерва			NO_MATCH	0.00
FMA52672	communicating branch of nasociliary nerve with ciliary ganglion	Соединительная ветвь насокилиарй нерв вит ресничная ганглий			NO_MATCH	0.00
FMA52673	communicating branch of right nasociliary nerve with right ciliary ganglion	Ветвь правого носоресничного нерва к правому ресничному узлу			NO_MATCH	0.00
FMA52674	communicating branch of left nasociliary nerve with left ciliary ganglion	Ветвь левого носоресничного нерва к левому ресничному узлу			NO_MATCH	0.00
FMA52675	anterior ethmoidal nerve	Передний решётчатый нерв	nervus ethmoideus anterior	anterior ethmoidal nerve	EXACT	1.00
FMA52676	right anterior ethmoidal nerve	Правый передняя этмоидал нерв	nervus ethmoideus anterior	anterior ethmoidal nerve	PROBABLE	0.86
FMA52677	left anterior ethmoidal nerve	Левый передняя этмоидал нерв	nervus ethmoideus anterior	anterior ethmoidal nerve	PROBABLE	0.86
FMA52691	long ciliary nerve	Длинная ресничная нерв			NO_MATCH	0.00
FMA52693	infratrochlear nerve	Инфратрочлэар нерв	nervus infratrochlearis	infratrochlear nerve	EXACT	1.00
FMA52698	right infratrochlear nerve	Правый инфратрочлэар нерв	nervus infratrochlearis	infratrochlear nerve	PROBABLE	0.86
FMA52699	left infratrochlear nerve	Левый инфратрочлэар нерв	nervus infratrochlearis	infratrochlear nerve	PROBABLE	0.86
FMA52714	posterior ethmoidal nerve	Задняя этмоидал нерв	nervus ethmoideus posterior	posterior ethmoidal nerve	EXACT	1.00
FMA52715	right posterior ethmoidal nerve	Правый задняя этмоидал нерв	nervus ethmoideus posterior	posterior ethmoidal nerve	PROBABLE	0.86
FMA52716	left posterior ethmoidal nerve	Левый задняя этмоидал нерв	nervus ethmoideus posterior	posterior ethmoidal nerve	PROBABLE	0.86
FMA52734	frontal bone	Лобная кость	os frontale	frontal bone	EXACT	1.00
FMA52735	occipital bone	Затылочная кость	os occipitale	occipital bone	EXACT	1.00
FMA52736	sphenoid bone	Сфэноид кость	os sphenoideum	sphenoid bone	EXACT	1.00
FMA52737	temporal bone	Височная кость	os temporale	temporal bone	EXACT	1.00
FMA52738	right temporal bone	Правый височная кость	os temporale	temporal bone	PROBABLE	0.86
FMA52739	left temporal bone	Левый височная кость	os temporale	temporal bone	PROBABLE	0.86
FMA52740	ethmoid	Этмоид	os ethmoideum	ethmoid bone	EXACT	1.00
FMA52741	lacrimal bone	Слёзная кость	os lacrimale	lacrimal bone	EXACT	1.00
FMA52745	nasal bone	Носовая кость	os nasale	nasal bone	EXACT	1.00
FMA52746	palatine bone	Палатинэ кость	os palatinum	palatine bone	EXACT	1.00
FMA52747	zygomatic bone	Зйгоматик кость	os zygomaticum	zygomatic bone	EXACT	1.00
FMA52748	mandible	Нижняя челюсть	mandibula	mandible	EXACT	1.00
FMA52749	hyoid bone	Подъязычная кость кость	os hyoideum	hyoid bone	EXACT	1.00
FMA52781	external ear	Наружная эар	auris externa	external ear	EXACT	1.00
FMA52788	right parietal bone	Правый теменная кость	os parietale	parietal bone	PROBABLE	0.86
FMA52789	left parietal bone	Левый теменная кость	os parietale	parietal bone	PROBABLE	0.86
FMA52892	right zygomatic bone	Правый зйгоматик кость	os zygomaticum	zygomatic bone	PROBABLE	0.86
FMA52893	left zygomatic bone	Левый зйгоматик кость	os zygomaticum	zygomatic bone	PROBABLE	0.86
FMA53549	right ciliary ganglion	Правый ресничная ганглий	ganglion ciliare	ciliary ganglion	PROBABLE	0.86
FMA53550	left ciliary ganglion	Левый ресничная ганглий	ganglion ciliare	ciliary ganglion	PROBABLE	0.86
FMA53645	right lacrimal bone	Правый слёзная кость	os lacrimale	lacrimal bone	PROBABLE	0.86
FMA53646	left lacrimal bone	Левый слёзная кость	os lacrimale	lacrimal bone	PROBABLE	0.86
FMA53647	right nasal bone	Правый носовая кость	os nasale	nasal bone	PROBABLE	0.86
FMA53648	left nasal bone	Левый носовая кость	os nasale	nasal bone	PROBABLE	0.86
FMA53649	right maxilla	Правый верхняя челюсть	maxilla	maxilla	PROBABLE	0.86
FMA53650	left maxilla	Левый верхняя челюсть	maxilla	maxilla	PROBABLE	0.86
FMA53655	right palatine bone	Правый палатинэ кость	os palatinum	palatine bone	PROBABLE	0.86
FMA53656	left palatine bone	Левый палатинэ кость	os palatinum	palatine bone	PROBABLE	0.86
FMA53667	hair	Волос			NO_MATCH	0.00
FMA54158	tendon of levator palpebrae superioris	Сухожилие мышца, поднимающая век супэриорис			NO_MATCH	0.00
FMA54159	tendon of right levator palpebrae superioris	Сухожилие правый мышца, поднимающая век супэриорис			NO_MATCH	0.00
FMA54237	eyebrow	Эйэбров	supercilium	eyebrow	EXACT	1.00
FMA54241	hair of head	Волос головка			NO_MATCH	0.00
FMA54250	hair of trunk	Волос туловище			NO_MATCH	0.00
FMA54319	pubic hair	Пубик волос			NO_MATCH	0.00
FMA54393	subdivision of face	Подразделение лицо			NO_MATCH	0.00
FMA54640	tongue	Язык	lingua	tongue	EXACT	1.00
FMA54736	inferior nasal concha	Нижняя носовая конча	concha inferior nasi	inferior nasal concha	EXACT	1.00
FMA54737	right inferior nasal concha	Правый нижняя носовая конча	concha inferior nasi	inferior nasal concha	PROBABLE	0.86
FMA54738	left inferior nasal concha	Левый нижняя носовая конча	concha inferior nasi	inferior nasal concha	PROBABLE	0.86
FMA54839	interosseous membrane	Межкостная оболочка	membrana interossea	interosseous membrane	EXACT	1.00
FMA54877	subdivision of pharynx	Подразделение глотка			NO_MATCH	0.00
FMA54921	extrinsic ligament of larynx	Экстринсик связка гортань			NO_MATCH	0.00
FMA55053	subdivision of laryngopharynx	Подразделение ларйнгофарйнкс			NO_MATCH	0.00
FMA55077	pharyngeal raphe	Глоточная шов	raphe pharyngis	pharyngeal raphe	EXACT	1.00
FMA55093	submandibular gland	Субмандибулар железа	glandula submandibularis	submandibular gland	EXACT	1.00
FMA55099	thyroid cartilage	Щитовидная железа хрящ	cartilago thyreoidea	thyroid cartilage	EXACT	1.00
FMA55107	cartilage organ	Хрящ орган			NO_MATCH	0.00
FMA55108	laryngeal cartilage	Гортанная хрящ			NO_MATCH	0.00
FMA55109	arytenoid cartilage	Черпаловидный хрящ	cartilago arytenoidea	arytenoid cartilage	EXACT	1.00
FMA55110	corniculate cartilage	Корникулатэ хрящ	cartilago corniculata	corniculate cartilage	EXACT	1.00
FMA55111	cuneiform cartilage	Клиновидный хрящ	cartilago cuneiformis	cuneiform cartilage	EXACT	1.00
FMA55113	right arytenoid cartilage	Правый черпаловидный хрящ	cartilago arytenoidea	arytenoid cartilage	PROBABLE	0.86
FMA55114	left arytenoid cartilage	Левый черпаловидный хрящ	cartilago arytenoidea	arytenoid cartilage	PROBABLE	0.86
FMA55115	right corniculate cartilage	Правый корникулатэ хрящ	cartilago corniculata	corniculate cartilage	PROBABLE	0.86
FMA55116	left corniculate cartilage	Левый корникулатэ хрящ	cartilago corniculata	corniculate cartilage	PROBABLE	0.86
FMA55117	right cuneiform cartilage	Правый клиновидный хрящ	cartilago cuneiformis	cuneiform cartilage	PROBABLE	0.86
FMA55118	left cuneiform cartilage	Левый клиновидный хрящ	cartilago cuneiformis	cuneiform cartilage	PROBABLE	0.86
FMA55130	epiglottis	Эпиглоттис	epiglottis	epiglottis	EXACT	1.00
FMA55131	ligament of larynx	Связка гортань			NO_MATCH	0.00
FMA55132	thyrohyoid membrane	Щито-подъязычная мышца оболочка	membrana thyreohyoidea	thyrohyoid membrane	EXACT	1.00
FMA55133	right thyrohyoid membrane	Правый щито-подъязычная мышца оболочка	membrana thyreohyoidea	thyrohyoid membrane	PROBABLE	0.86
FMA55134	left thyrohyoid membrane	Левый щито-подъязычная мышца оболочка	membrana thyreohyoidea	thyrohyoid membrane	PROBABLE	0.86
FMA55135	thyrohyoid ligament	Щито-подъязычная мышца связка			NO_MATCH	0.00
FMA55138	median thyrohyoid ligament	Мэдиан щито-подъязычная мышца связка	ligamentum thyreohyoideum medianum	median thyrohyoid ligament	EXACT	1.00
FMA55139	lateral thyrohyoid ligament	Латеральная щито-подъязычная мышца связка	ligamentum thyreohyoideum laterale	lateral thyrohyoid ligament	EXACT	1.00
FMA55140	right lateral thyrohyoid ligament	Правый латеральная щито-подъязычная мышца связка	ligamentum thyreohyoideum laterale	lateral thyrohyoid ligament	PROBABLE	0.86
FMA55141	left lateral thyrohyoid ligament	Левый латеральная щито-подъязычная мышца связка	ligamentum thyreohyoideum laterale	lateral thyrohyoid ligament	PROBABLE	0.86
FMA55226	intrinsic muscle of larynx	Собственная мышца гортани			NO_MATCH	0.00
FMA55227	hyo-epiglottic ligament	Хйо-эпиглоттик связка			NO_MATCH	0.00
FMA55230	thyro-epiglottic ligament	Тйро-эпиглоттик связка			NO_MATCH	0.00
FMA55233	cricothyroid ligament	Перстнещитовидная связка			NO_MATCH	0.00
FMA55237	median cricothyroid ligament	Срединная перстнещитовидная связка	ligamentum cricothyreoideum medianum	median cricothyroid ligament	EXACT	1.00
FMA55244	vocal ligament	Вокал связка	ligamentum vocale	vocal ligament	EXACT	1.00
FMA55245	right vocal ligament	Правый вокал связка	ligamentum vocale	vocal ligament	PROBABLE	0.86
FMA55246	left vocal ligament	Левый вокал связка	ligamentum vocale	vocal ligament	PROBABLE	0.86
FMA55250	conus elasticus	Конус эластический	conus elasticus	conus elasticus	EXACT	1.00
FMA55251	right conus elasticus	Правый конус эластический	conus elasticus	conus elasticus	PROBABLE	0.86
FMA55252	left conus elasticus	Левый конус эластический	conus elasticus	conus elasticus	PROBABLE	0.86
FMA55268	organ zone	Орган зона			NO_MATCH	0.00
FMA55618	pterygomandibular raphe	Птэрйгомандибулар шов	raphe pterygomandibularis	pterygomandibular raphe	EXACT	1.00
FMA55619	right pterygomandibular raphe	Правый птэрйгомандибулар шов	raphe pterygomandibularis	pterygomandibular raphe	PROBABLE	0.86
FMA55620	left pterygomandibular raphe	Левый птэрйгомандибулар шов	raphe pterygomandibularis	pterygomandibular raphe	PROBABLE	0.86
FMA55636	canine tooth	Клык зуб	dens caninus	canine tooth	EXACT	1.00
FMA55637	premolar tooth	Премоляр зуб	dens premolaris	premolar tooth	EXACT	1.00
FMA55638	molar tooth	Моляр зуб	dens molaris	molar tooth	EXACT	1.00
FMA55652	anatomical set	Анатомическое множество			NO_MATCH	0.00
FMA55661	parenchymatous organ	Парэнчйматоус орган			NO_MATCH	0.00
FMA55662	lobular organ	Лобулар орган			NO_MATCH	0.00
FMA55663	corticomedullary organ	Кортикомедуллярный орган			NO_MATCH	0.00
FMA55665	nonparenchymatous organ	Нонпарэнчйматоус орган			NO_MATCH	0.00
FMA55670	solid organ	Полый орган			NO_MATCH	0.00
FMA55671	cavitated organ	Кавитатэд орган			NO_MATCH	0.00
FMA55672	organ with organ cavity	Орган вит орган полость			NO_MATCH	0.00
FMA55673	organ with cavitated organ parts	Орган вит кавитатэд орган части			NO_MATCH	0.00
FMA55676	segment of brain	Сегмент головной мозг			NO_MATCH	0.00
FMA55677	hollow tree organ	Полый дерево орган			NO_MATCH	0.00
FMA55680	right upper lateral secondary incisor tooth	Правый верхняя латеральная вторичная резец зуб			NO_MATCH	0.00
FMA55681	right upper central secondary incisor tooth	Правый верхняя центральная вторичная резец зуб			NO_MATCH	0.00
FMA55682	left upper central secondary incisor tooth	Левый верхняя центральная вторичная резец зуб			NO_MATCH	0.00
FMA55683	left upper lateral secondary incisor tooth	Левый верхняя латеральная вторичная резец зуб			NO_MATCH	0.00
FMA55686	right lower secondary canine tooth	Правый нижняя вторичная клык зуб			NO_MATCH	0.00
FMA55687	left lower secondary canine tooth	Левый нижняя вторичная клык зуб			NO_MATCH	0.00
FMA55688	right upper second secondary premolar tooth	Правый верхняя вторая вторичная премоляр зуб			NO_MATCH	0.00
FMA55689	right upper first secondary premolar tooth	Правый верхняя первая вторичная премоляр зуб			NO_MATCH	0.00
FMA55690	left upper first secondary premolar tooth	Левый верхняя первая вторичная премоляр зуб			NO_MATCH	0.00
FMA55691	left upper second secondary premolar tooth	Левый верхняя вторая вторичная премоляр зуб			NO_MATCH	0.00
FMA55692	left lower second secondary premolar tooth	Левый нижняя вторая вторичная премоляр зуб			NO_MATCH	0.00
FMA55693	left lower first secondary premolar tooth	Левый нижняя первая вторичная премоляр зуб			NO_MATCH	0.00
FMA55694	right lower first secondary premolar tooth	Правый нижняя первая вторичная премоляр зуб			NO_MATCH	0.00
FMA55695	right lower second secondary premolar tooth	Правый нижняя вторая вторичная премоляр зуб			NO_MATCH	0.00
FMA55697	right upper second secondary molar tooth	Правый верхняя вторая вторичная моляр зуб			NO_MATCH	0.00
FMA55698	right upper first secondary molar tooth	Правый верхняя первая вторичная моляр зуб			NO_MATCH	0.00
FMA55699	left upper first secondary molar tooth	Левый верхняя первая вторичная моляр зуб			NO_MATCH	0.00
FMA55700	left upper second secondary molar tooth	Левый верхняя вторая вторичная моляр зуб			NO_MATCH	0.00
FMA55703	left lower second secondary molar tooth	Левый нижняя вторая вторичная моляр зуб			NO_MATCH	0.00
FMA55704	left lower first secondary molar tooth	Левый нижняя первая вторичная моляр зуб			NO_MATCH	0.00
FMA55705	right lower first secondary molar tooth	Правый нижняя первая вторичная моляр зуб			NO_MATCH	0.00
FMA55706	right lower second secondary molar tooth	Правый нижняя вторая вторичная моляр зуб			NO_MATCH	0.00
FMA55712	upper secondary incisor tooth	Верхняя вторичная резец зуб			NO_MATCH	0.00
FMA55713	lower secondary incisor tooth	Нижняя вторичная резец зуб			NO_MATCH	0.00
FMA55714	upper secondary canine tooth	Верхняя вторичная клык зуб			NO_MATCH	0.00
FMA55715	lower secondary canine tooth	Нижняя вторичная клык зуб			NO_MATCH	0.00
FMA55716	upper secondary premolar tooth	Верхняя вторичная премоляр зуб			NO_MATCH	0.00
FMA55717	lower secondary premolar tooth	Нижняя вторичная премоляр зуб			NO_MATCH	0.00
FMA55720	upper secondary molar tooth	Верхняя вторичная моляр зуб			NO_MATCH	0.00
FMA55721	lower secondary molar tooth	Нижняя вторичная моляр зуб			NO_MATCH	0.00
FMA55722	upper central secondary incisor tooth	Верхняя центральная вторичная резец зуб			NO_MATCH	0.00
FMA55723	lower central secondary incisor tooth	Нижняя центральная вторичная резец зуб			NO_MATCH	0.00
FMA55724	upper lateral secondary incisor tooth	Верхняя латеральная вторичная резец зуб			NO_MATCH	0.00
FMA55725	lower lateral secondary incisor tooth	Нижняя латеральная вторичная резец зуб			NO_MATCH	0.00
FMA55798	right upper secondary canine tooth	Правый верхняя вторичная клык зуб			NO_MATCH	0.00
FMA55799	left upper secondary canine tooth	Левый верхняя вторичная клык зуб			NO_MATCH	0.00
FMA55801	upper first secondary premolar tooth	Верхняя первая вторичная премоляр зуб			NO_MATCH	0.00
FMA55802	upper second secondary premolar tooth	Верхняя вторая вторичная премоляр зуб			NO_MATCH	0.00
FMA55803	lower first secondary premolar tooth	Нижняя первая вторичная премоляр зуб			NO_MATCH	0.00
FMA55804	lower second secondary premolar tooth	Нижняя вторая вторичная премоляр зуб			NO_MATCH	0.00
FMA55811	upper first secondary molar tooth	Верхняя первая вторичная моляр зуб			NO_MATCH	0.00
FMA55812	upper second secondary molar tooth	Верхняя вторая вторичная моляр зуб			NO_MATCH	0.00
FMA55814	lower first secondary molar tooth	Нижняя первая вторичная моляр зуб			NO_MATCH	0.00
FMA55815	lower second secondary molar tooth	Нижняя вторая вторичная моляр зуб			NO_MATCH	0.00
FMA57140	right lower lateral secondary incisor tooth	Правый нижняя латеральная вторичная резец зуб			NO_MATCH	0.00
FMA57141	left lower lateral secondary incisor tooth	Левый нижняя латеральная вторичная резец зуб			NO_MATCH	0.00
FMA57142	right lower central secondary incisor tooth	Правый нижняя центральная вторичная резец зуб			NO_MATCH	0.00
FMA57143	left lower central secondary incisor tooth	Левый нижняя центральная вторичная резец зуб			NO_MATCH	0.00
FMA57965	zone of investing fascia	Зона покрывающей фасции			NO_MATCH	0.00
FMA58071	chamber of eyeball	Камера глазное яблоко			NO_MATCH	0.00
FMA58078	anterior chamber of eyeball	Передняя камера глазного яблока	camera anterior bulbi oculi	anterior chamber of eyeball	EXACT	1.00
FMA58081	anterior chamber of right eyeball	Передняя камера правого глазного яблока	camera anterior bulbi oculi	anterior chamber of eyeball	PROBABLE	0.86
FMA58082	anterior chamber of left eyeball	Передняя камера левого глазного яблока	camera anterior bulbi oculi	anterior chamber of eyeball	PROBABLE	0.86
FMA58101	layer of wall of eyeball	Слой стенка глазное яблоко			NO_MATCH	0.00
FMA58102	fibrous layer of eyeball	Фиброзная слой глазное яблоко	tunica fibrosa bulbi oculi	fibrous layer of eyeball	EXACT	1.00
FMA58235	iris	Радужка	iris	iris	EXACT	1.00
FMA58236	right iris	Правый радужка	iris	iris	PROBABLE	0.86
FMA58237	left iris	Левый радужка	iris	iris	PROBABLE	0.86
FMA58238	cornea	Роговица	cornea	cornea	EXACT	1.00
FMA58239	right cornea	Правый роговица	cornea	cornea	PROBABLE	0.86
FMA58240	left cornea	Левый роговица	cornea	cornea	PROBABLE	0.86
FMA58241	lens	Хрусталик	lens	lens	EXACT	1.00
FMA58242	right lens	Правый хрусталик	lens	lens	PROBABLE	0.86
FMA58243	left lens	Левый хрусталик	lens	lens	PROBABLE	0.86
FMA58245	lacrimal canaliculus	Слёзная каналикулус	canaliculus lacrimalis	lacrimal canaliculus	EXACT	1.00
FMA58269	sclera	Склера	sclera	sclera	EXACT	1.00
FMA58271	right sclera	Правый склера	sclera	sclera	PROBABLE	0.86
FMA58272	left sclera	Левый склера	sclera	sclera	PROBABLE	0.86
FMA58274	muscle of trunk	Мышца туловище			NO_MATCH	0.00
FMA58298	choroid	Сосудистая оболочка	chorioidea	choroid	EXACT	1.00
FMA58299	right choroid	Правый сосудистая оболочка	chorioidea	choroid	PROBABLE	0.86
FMA58300	left choroid	Левый сосудистая оболочка	chorioidea	choroid	PROBABLE	0.86
FMA58420	zone of investing fascia of free lower limb	Зона покрывающей фасции свободной нижней конечности			NO_MATCH	0.00
FMA58421	zone of investing fascia of lower limb	Зона покрывающей фасции нижней конечности			NO_MATCH	0.00
FMA58431	corona ciliaris	Венец килиарис	corona ciliaris	corona ciliaris	EXACT	1.00
FMA58479	region of ciliary body	Область ресничная тело			NO_MATCH	0.00
FMA58483	right corona ciliaris	Правый венец килиарис	corona ciliaris	corona ciliaris	PROBABLE	0.86
FMA58484	left corona ciliaris	Левый венец килиарис	corona ciliaris	corona ciliaris	PROBABLE	0.86
FMA58599	region of retina	Область сетчатка			NO_MATCH	0.00
FMA58604	optic part of retina	Зрительный часть сетчатка	pars optica retinae	optic part of retina	EXACT	1.00
FMA58607	optic part of right retina	Зрительный часть правый сетчатка	pars optica retinae	optic part of retina	PROBABLE	0.86
FMA58608	optic part of left retina	Зрительный часть левый сетчатка	pars optica retinae	optic part of retina	PROBABLE	0.86
FMA58741	zone of investing fascia of thigh	Зона покрывающей фасции бедра			NO_MATCH	0.00
FMA58775	zone of fascia lata	Зона фасция лата			NO_MATCH	0.00
FMA58776	right iliotibial tract	Правый илиотибиал проводящий путь	tractus iliotibialis	iliotibial tract	PROBABLE	0.86
FMA58777	left iliotibial tract	Левый илиотибиал проводящий путь	tractus iliotibialis	iliotibial tract	PROBABLE	0.86
FMA58817	subdivision of head proper	Подразделение головка собственно			NO_MATCH	0.00
FMA58827	vitreous body	Витрэоус тело	corpus vitreum	vitreous body	EXACT	1.00
FMA58828	right vitreous body	Правый витрэоус тело	corpus vitreum	vitreous body	PROBABLE	0.86
FMA58829	left vitreous body	Левый витрэоус тело	corpus vitreum	vitreous body	PROBABLE	0.86
FMA58838	suspensory ligament of lens	Суспэнсорй связка хрусталик			NO_MATCH	0.00
FMA58839	suspensory ligament of right lens	Суспэнсорй связка правый хрусталик			NO_MATCH	0.00
FMA58840	suspensory ligament of left lens	Суспэнсорй связка левый хрусталик			NO_MATCH	0.00
FMA59086	tarsal plate of eyelid	Предплюсневая кость пластинка веко			NO_MATCH	0.00
FMA59087	tarsal plate of upper eyelid	Предплюсневая кость пластинка верхняя веко			NO_MATCH	0.00
FMA59088	tarsal plate of lower eyelid	Предплюсневая кость пластинка нижняя веко			NO_MATCH	0.00
FMA59089	tarsal plate of right lower eyelid	Предплюсневая кость пластинка правый нижняя веко			NO_MATCH	0.00
FMA59090	tarsal plate of left lower eyelid	Предплюсневая кость пластинка левый нижняя веко			NO_MATCH	0.00
FMA59091	tarsal plate of right upper eyelid	Предплюсневая кость пластинка правый верхняя веко			NO_MATCH	0.00
FMA59092	tarsal plate of left upper eyelid	Предплюсневая кость пластинка левый верхняя веко			NO_MATCH	0.00
FMA59101	lacrimal gland	Слёзная железа	glandula lacrimalis	lacrimal gland	EXACT	1.00
FMA59102	right lacrimal gland	Правый слёзная железа	glandula lacrimalis	lacrimal gland	PROBABLE	0.86
FMA59103	left lacrimal gland	Левый слёзная железа	glandula lacrimalis	lacrimal gland	PROBABLE	0.86
FMA59402	lacrimal lake	Слёзная озеро	lacus lacrimalis	lacus lacrimalis	EXACT	1.00
FMA59502	nasal cartilage	Носовая хрящ			NO_MATCH	0.00
FMA59503	septal nasal cartilage	Перегородочная носовая хрящ	cartilago septi nasi	nasal septal cartilage	EXACT	1.00
FMA59504	major alar cartilage	Большая алар хрящ	cartilago alaris major	major alar cartilage	EXACT	1.00
FMA59505	right major alar cartilage	Правый большая алар хрящ	cartilago alaris major	major alar cartilage	PROBABLE	0.86
FMA59506	left major alar cartilage	Левый большая алар хрящ	cartilago alaris major	major alar cartilage	PROBABLE	0.86
FMA59511	lateral nasal cartilage	Латеральная носовая хрящ			NO_MATCH	0.00
FMA59512	right lateral nasal cartilage	Правый латеральная носовая хрящ			NO_MATCH	0.00
FMA59513	left lateral nasal cartilage	Левый латеральная носовая хрящ			NO_MATCH	0.00
FMA59541	right lacrimal lake	Правый слёзная озеро	lacus lacrimalis	lacus lacrimalis	PROBABLE	0.86
FMA59542	left lacrimal lake	Левый слёзная озеро	lacus lacrimalis	lacus lacrimalis	PROBABLE	0.86
FMA59545	right lacrimal sac	Правый слёзная сак	saccus lacrimalis	lacrimal sac	PROBABLE	0.86
FMA59546	left lacrimal sac	Левый слёзная сак	saccus lacrimalis	lacrimal sac	PROBABLE	0.86
FMA59555	right nasolacrimal duct	Правый носослёзный проток	ductus nasolacrimalis	nasolacrimal duct	PROBABLE	0.86
FMA59556	left nasolacrimal duct	Левый носослёзный проток	ductus nasolacrimalis	nasolacrimal duct	PROBABLE	0.86
FMA59582	right lacrimal canaliculus	Правый слёзная каналикулус	canaliculus lacrimalis	lacrimal canaliculus	PROBABLE	0.86
FMA59583	left lacrimal canaliculus	Левый слёзная каналикулус	canaliculus lacrimalis	lacrimal canaliculus	PROBABLE	0.86
FMA59762	gingiva	Гингива	gingiva	gingiva	EXACT	1.00
FMA59763	gingiva of upper jaw	Гингива верхняя челюсть			NO_MATCH	0.00
FMA59764	gingiva of lower jaw	Гингива нижняя челюсть			NO_MATCH	0.00
FMA59788	major salivary gland	Большая слюнная железа			NO_MATCH	0.00
FMA59791	sublingual gland	Сублингуал железа	glandula sublingualis	sublingual gland	EXACT	1.00
FMA59802	right submandibular gland	Правый субмандибулар железа	glandula submandibularis	submandibular gland	PROBABLE	0.86
FMA59803	left submandibular gland	Левый субмандибулар железа	glandula submandibularis	submandibular gland	PROBABLE	0.86
FMA59804	right sublingual gland	Правый сублингуал железа	glandula sublingualis	sublingual gland	PROBABLE	0.86
FMA59805	left sublingual gland	Левый сублингуал железа	glandula sublingualis	sublingual gland	PROBABLE	0.86
FMA59816	lip	Лип			NO_MATCH	0.00
FMA61284	neural tree organ	Нервная дерево орган			NO_MATCH	0.00
FMA61708	subdivision of auriculotemporal part of head	Подразделение ушно-височной части головы			NO_MATCH	0.00
FMA61775	physical anatomical entity	Физическая анатомическая образование			NO_MATCH	0.00
FMA61815	cardinal segment of brain	Кардинал сегмент головной мозг			NO_MATCH	0.00
FMA61820	segment of cerebral hemisphere	Сегмент мозговая полушарие			NO_MATCH	0.00
FMA61823	lobe of cerebral hemisphere	Доля мозговая полушарие			NO_MATCH	0.00
FMA61833	caudate nucleus	Хвостатая ядро	nucleus caudatus	caudate nucleus	EXACT	1.00
FMA61834	putamen	Путамэн	putamen	putamen	EXACT	1.00
FMA61835	globus pallidus	Глобус паллидус	globus pallidus	globus pallidus	EXACT	1.00
