conceptId	en	current_ru	problem_types	mapping_status	latin_ta	english_ta	decision	confidence	final_ru	reason
FMA37687	long head of left biceps brachii	Длинная головка левый двуглавая мышца плеча	LATERALITY|GRAMMAR	PROBABLE	caput longum musculi bicipitis brachii	long head of biceps brachii	APPLY	HIGH	Длинная головка левой двуглавой мышцы плеча	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA37695	medial head of right triceps brachii	Медиальная головка правый трёхглавая мышца плеча	LATERALITY|GRAMMAR	PROBABLE	caput mediale musculi tricipitis brachii	medial head of triceps brachii	APPLY	HIGH	Медиальная головка правой трёхглавой мышцы плеча	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA37696	medial head of left triceps brachii	Медиальная головка левый трёхглавая мышца плеча	LATERALITY|GRAMMAR	PROBABLE	caput mediale musculi tricipitis brachii	medial head of triceps brachii	APPLY	HIGH	Медиальная головка левой трёхглавой мышцы плеча	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA37697	lateral head of right triceps brachii	Латеральная головка правый трёхглавая мышца плеча	LATERALITY|GRAMMAR	PROBABLE	caput laterale musculi tricipitis brachii	lateral head of triceps brachii	APPLY	HIGH	Латеральная головка правой трёхглавой мышцы плеча	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA37698	lateral head of left triceps brachii	Латеральная головка левый трёхглавая мышца плеча	LATERALITY|GRAMMAR	PROBABLE	caput laterale musculi tricipitis brachii	lateral head of triceps brachii	APPLY	HIGH	Латеральная головка левой трёхглавой мышцы плеча	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA37699	long head of right triceps brachii	Длинная головка правый трёхглавая мышца плеча	LATERALITY|GRAMMAR	PROBABLE	caput longum musculi tricipitis brachii	long head of triceps brachii	APPLY	HIGH	Длинная головка правой трёхглавой мышцы плеча	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA37700	long head of left triceps brachii	Длинная головка левый трёхглавая мышца плеча	LATERALITY|GRAMMAR	PROBABLE	caput longum musculi tricipitis brachii	long head of triceps brachii	APPLY	HIGH	Длинная головка левой трёхглавой мышцы плеча	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA38495	right extensor carpi radialis longus	Правый длинная лучевая мышца, разгибающая запястье	LATERALITY|GRAMMAR	PROBABLE	extensor radialis longus carpi	extensor carpi radialis longus	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA38496	left extensor carpi radialis longus	Левый длинная лучевая мышца, разгибающая запястье	LATERALITY|GRAMMAR	PROBABLE	extensor radialis longus carpi	extensor carpi radialis longus	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA38498	right extensor carpi radialis brevis	Правый короткая лучевая мышца, разгибающая запястье	LATERALITY|GRAMMAR	PROBABLE	extensor radialis brevis carpi	extensor carpi radialis brevis	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA38499	left extensor carpi radialis brevis	Левый короткая лучевая мышца, разгибающая запястье	LATERALITY|GRAMMAR	PROBABLE	extensor radialis brevis carpi	extensor carpi radialis brevis	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA38506	extensor carpi ulnaris	Разгибатель кисти улнарис	TRANSLITERATION	EXACT	extensor ulnaris carpi	extensor carpi ulnaris	APPLY	HIGH	локтевой разгибатель запястья	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA38507	right extensor carpi ulnaris	Правый разгибатель кисти улнарис	TRANSLITERATION	PROBABLE	extensor ulnaris carpi	extensor carpi ulnaris	APPLY	HIGH	Правый локтевой разгибатель запястья	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA38508	left extensor carpi ulnaris	Левый разгибатель кисти улнарис	TRANSLITERATION	PROBABLE	extensor ulnaris carpi	extensor carpi ulnaris	APPLY	HIGH	Левый локтевой разгибатель запястья	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA38516	right abductor pollicis longus	Правый отводящая мышца большого пальца кисти длинная	LATERALITY|GRAMMAR	PROBABLE	abductor longus pollicis	abductor pollicis longus	APPLY	HIGH	Правая отводящая мышца большого пальца кисти длинная	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA38517	left abductor pollicis longus	Левый отводящая мышца большого пальца кисти длинная	LATERALITY|GRAMMAR	PROBABLE	abductor longus pollicis	abductor pollicis longus	APPLY	HIGH	Левая отводящая мышца большого пальца кисти длинная	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA38616	ulnar head of flexor carpi ulnaris	Локтевая головка сгибатель кисти улнарис	TRANSLITERATION	EXACT	caput ulnare flexoris ulnaris carpi	ulnar head of flexor carpi ulnaris	APPLY	HIGH	Локтевая головка локтевой сгибатель запястья	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA38619	ulnar head of right flexor carpi ulnaris	Локтевая головка правый сгибатель кисти улнарис	TRANSLITERATION	PROBABLE	caput ulnare flexoris ulnaris carpi	ulnar head of flexor carpi ulnaris	APPLY	HIGH	Локтевая головка правый локтевой сгибатель запястья	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA38620	ulnar head of left flexor carpi ulnaris	Локтевая головка левый сгибатель кисти улнарис	TRANSLITERATION	PROBABLE	caput ulnare flexoris ulnaris carpi	ulnar head of flexor carpi ulnaris	APPLY	HIGH	Локтевая головка левый локтевой сгибатель запястья	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA38928	right rectus femoris	Правый прямая мышца бедра	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая прямая мышца бедра	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA38929	left rectus femoris	Левый прямая мышца бедра	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая прямая мышца бедра	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA42603	organ component cluster	Орган компонент клустэр	TRANSLITERATION	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA43883	right gracilis	Правый тонкая мышца	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая тонкая мышца	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA43884	left gracilis	Левый тонкая мышца	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая тонкая мышца	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA43886	right adductor minimus	Правый приводящая мышца минимус	LATERALITY|GRAMMAR	PROBABLE	adductor minimus	adductor minimus	APPLY	HIGH	Правая приводящая мышца минимус	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA43887	left adductor minimus	Левый приводящая мышца минимус	LATERALITY|GRAMMAR	PROBABLE	adductor minimus	adductor minimus	APPLY	HIGH	Левая приводящая мышца минимус	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA43929	right medial plantar artery	Правый медиальная подошвенная артерия	LATERALITY|GRAMMAR	PROBABLE	arteria plantaris medialis	medial plantar artery	APPLY	HIGH	Правая медиальная подошвенная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA43930	left medial plantar artery	Левый медиальная подошвенная артерия	LATERALITY|GRAMMAR	PROBABLE	arteria plantaris medialis	medial plantar artery	APPLY	HIGH	Левая медиальная подошвенная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA43931	right lateral plantar artery	Правый латеральная подошвенная артерия	LATERALITY|GRAMMAR	PROBABLE	arteria plantaris lateralis	lateral plantar artery	APPLY	HIGH	Правая латеральная подошвенная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA43932	left lateral plantar artery	Левый латеральная подошвенная артерия	LATERALITY|GRAMMAR	PROBABLE	arteria plantaris lateralis	lateral plantar artery	APPLY	HIGH	Левая латеральная подошвенная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA43937	right superficial medial plantar artery	Правый поверхностная медиальная подошвенная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая поверхностная медиальная подошвенная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA43938	left superficial medial plantar artery	Левый поверхностная медиальная подошвенная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая поверхностная медиальная подошвенная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA43943	right plantar arch	Правый подошвенная дуга	LATERALITY|GRAMMAR	PROBABLE	arcus plantaris	plantar arch	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA43944	left plantar arch	Левый подошвенная дуга	LATERALITY|GRAMMAR	PROBABLE	arcus plantaris	plantar arch	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA44249	right long plantar ligament	Правый длинная подошвенная связка	LATERALITY|GRAMMAR	PROBABLE	ligamentum plantare longum	long plantar ligament	APPLY	HIGH	Правая длинная подошвенная связка	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA44250	left long plantar ligament	Левый длинная подошвенная связка	LATERALITY|GRAMMAR	PROBABLE	ligamentum plantare longum	long plantar ligament	APPLY	HIGH	Левая длинная подошвенная связка	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA44328	right popliteal vein	Правый подколенная вена	LATERALITY|GRAMMAR	PROBABLE	vena poplitea	popliteal vein	APPLY	HIGH	Правая подколенная вена	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA44329	left popliteal vein	Левый подколенная вена	LATERALITY|GRAMMAR	PROBABLE	vena poplitea	popliteal vein	APPLY	HIGH	Левая подколенная вена	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA44334	right small saphenous vein	Правый малая подкожная вена	LATERALITY|GRAMMAR	PROBABLE	vena saphena parva	small saphenous vein	APPLY	HIGH	Правая малая подкожная вена	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA44335	left small saphenous vein	Левый малая подкожная вена	LATERALITY|GRAMMAR	PROBABLE	vena saphena parva	small saphenous vein	APPLY	HIGH	Левая малая подкожная вена	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA44340	right superficial epigastric vein	Правый поверхностная надчревная вена	LATERALITY|GRAMMAR	PROBABLE	vena epigastrica superficialis	superficial epigastric vein	APPLY	HIGH	Правая поверхностная надчревная вена	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA44341	left superficial epigastric vein	Левый поверхностная надчревная вена	LATERALITY|GRAMMAR	PROBABLE	vena epigastrica superficialis	superficial epigastric vein	APPLY	HIGH	Левая поверхностная надчревная вена	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA44885	right fibular vein	Правый малоберцовая вена	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая малоберцовая вена	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA44886	left fibular vein	Левый малоберцовая вена	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая малоберцовая вена	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA44887	right genicular vein	Правый коленная вена	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая коленная вена	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA44888	left genicular vein	Левый коленная вена	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая коленная вена	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA44918	right medial circumflex femoral vein	Правый медиальная огибающая бедренная вена	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая медиальная огибающая бедренная вена	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA44919	left medial circumflex femoral vein	Левый медиальная огибающая бедренная вена	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая медиальная огибающая бедренная вена	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA44920	right lateral circumflex femoral vein	Правый латеральная огибающая бедренная вена	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая латеральная огибающая бедренная вена	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA44922	left lateral circumflex femoral vein	Левый латеральная огибающая бедренная вена	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая латеральная огибающая бедренная вена	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA45826	right stylohyoid	Правый шилоподъязычная	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA45827	left stylohyoid	Левый шилоподъязычная	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA45888	long head of right biceps femoris	Длинная головка правый двуглавая мышца бедра	LATERALITY|GRAMMAR	PROBABLE	caput longum musculi bicipitis femoris	long head of biceps femoris	APPLY	HIGH	Длинная головка правой двуглавой мышцы бедра	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA45889	long head of left biceps femoris	Длинная головка левый двуглавая мышца бедра	LATERALITY|GRAMMAR	PROBABLE	caput longum musculi bicipitis femoris	long head of biceps femoris	APPLY	HIGH	Длинная головка левой двуглавой мышцы бедра	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA45891	short head of right biceps femoris	Короткая головка правый двуглавая мышца бедра	LATERALITY|GRAMMAR	PROBABLE	caput breve musculi bicipitis femoris	short head of biceps femoris	APPLY	HIGH	Короткая головка правой двуглавой мышцы бедра	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA45892	short head of left biceps femoris	Короткая головка левый двуглавая мышца бедра	LATERALITY|GRAMMAR	PROBABLE	caput breve musculi bicipitis femoris	short head of biceps femoris	APPLY	HIGH	Короткая головка левой двуглавой мышцы бедра	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA45957	medial head of right gastrocnemius	Медиальная головка правый икроножная мышца	LATERALITY|GRAMMAR	PROBABLE	caput mediale musculi gastrocnemii	medial head of gastrocnemius	APPLY	HIGH	Медиальная головка правой икроножной мышцы	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA45958	medial head of left gastrocnemius	Медиальная головка левый икроножная мышца	LATERALITY|GRAMMAR	PROBABLE	caput mediale musculi gastrocnemii	medial head of gastrocnemius	APPLY	HIGH	Медиальная головка левой икроножной мышцы	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA45960	lateral head of right gastrocnemius	Латеральная головка правый икроножная мышца	LATERALITY|GRAMMAR	PROBABLE	caput laterale musculi gastrocnemii	lateral head of gastrocnemius	APPLY	HIGH	Латеральная головка правой икроножной мышцы	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA45961	lateral head of left gastrocnemius	Латеральная головка левый икроножная мышца	LATERALITY|GRAMMAR	PROBABLE	caput laterale musculi gastrocnemii	lateral head of gastrocnemius	APPLY	HIGH	Латеральная головка левой икроножной мышцы	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA46018	oblique head of right adductor hallucis	Косая мышца головка правый приводящая мышца большого пальца стопы	LATERALITY|GRAMMAR	PROBABLE	caput obliquum adductoris hallucis	oblique head of adductor hallucis	APPLY	HIGH	Косая мышца головка правой приводящой мышцы большого пальца стопы	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA46019	oblique head of left adductor hallucis	Косая мышца головка левый приводящая мышца большого пальца стопы	LATERALITY|GRAMMAR	PROBABLE	caput obliquum adductoris hallucis	oblique head of adductor hallucis	APPLY	HIGH	Косая мышца головка левой приводящой мышцы большого пальца стопы	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA46020	transverse head of right adductor hallucis	Поперечная головка правый приводящая мышца большого пальца стопы	LATERALITY|GRAMMAR	PROBABLE	caput transversum adductoris hallucis	transverse head of adductor hallucis	APPLY	HIGH	Поперечная головка правой приводящой мышцы большого пальца стопы	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA46021	transverse head of left adductor hallucis	Поперечная головка левый приводящая мышца большого пальца стопы	LATERALITY|GRAMMAR	PROBABLE	caput transversum adductoris hallucis	transverse head of adductor hallucis	APPLY	HIGH	Поперечная головка левой приводящой мышцы большого пальца стопы	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA46121	oblique head of right adductor pollicis	Косая мышца головка правый приводящая мышца большого пальца кисти	LATERALITY|GRAMMAR	PROBABLE	caput obliquum adductoris pollicis	oblique head of adductor pollicis	APPLY	HIGH	Косая мышца головка правой приводящой мышцы большого пальца кисти	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA46122	oblique head of left adductor pollicis	Косая мышца головка левый приводящая мышца большого пальца кисти	LATERALITY|GRAMMAR	PROBABLE	caput obliquum adductoris pollicis	oblique head of adductor pollicis	APPLY	HIGH	Косая мышца головка левой приводящой мышцы большого пальца кисти	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA46123	transverse head of right adductor pollicis	Поперечная головка правый приводящая мышца большого пальца кисти	LATERALITY|GRAMMAR	PROBABLE	caput transversum adductoris pollicis	transverse head of adductor pollicis	APPLY	HIGH	Поперечная головка правой приводящой мышцы большого пальца кисти	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA46124	transverse head of left adductor pollicis	Поперечная головка левый приводящая мышца большого пальца кисти	LATERALITY|GRAMMAR	PROBABLE	caput transversum adductoris pollicis	transverse head of adductor pollicis	APPLY	HIGH	Поперечная головка левой приводящой мышцы большого пальца кисти	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA46284	superior oblique part of left longus colli	Верхняя косая мышца часть левый длинная колли	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA46286	vertical intermediate part of left longus colli	Вертикальная промежуточная часть левый длинная колли	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA46288	inferior oblique part of left longus colli	Нижняя косая мышца часть левый длинная колли	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA46309	right longus capitis	Правый длинная головки	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA46310	left longus capitis	Левый длинная головки	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA46313	right rectus capitis anterior	Правый прямая мышца головки передняя	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая прямая мышца головки передняя	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA46314	left rectus capitis anterior	Левый прямая мышца головки передняя	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая прямая мышца головки передняя	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA46317	right rectus capitis lateralis	Правый прямая мышца головки латеральная	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая прямая мышца головки латеральная	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA46318	left rectus capitis lateralis	Левый прямая мышца головки латеральная	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая прямая мышца головки латеральная	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA49054	right lateral rectus	Правый латеральная прямая мышца	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая латеральная прямая мышца	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA49055	left lateral rectus	Левый латеральная прямая мышца	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая латеральная прямая мышца	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA49056	right medial rectus	Правый медиальная прямая мышца	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая медиальная прямая мышца	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA49057	left medial rectus	Левый медиальная прямая мышца	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая медиальная прямая мышца	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA49072	right common tendinous ring	Правый общая сухожильная кольцо	LATERALITY|GRAMMAR	PROBABLE	anulus tendineus communis	common tendinous ring	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA49073	left common tendinous ring	Левый общая сухожильная кольцо	LATERALITY|GRAMMAR	PROBABLE	anulus tendineus communis	common tendinous ring	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA49144	check ligament of right lateral rectus	Чэкк связка правый латеральная прямая мышца	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Чэкк связка правой латеральной прямой мышцы	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA49145	check ligament of left lateral rectus	Чэкк связка левый латеральная прямая мышца	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Чэкк связка левой латеральной прямой мышцы	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA49147	check ligament of right medial rectus	Чэкк связка правый медиальная прямая мышца	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Чэкк связка правой медиальной прямой мышцы	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA49148	check ligament of left medial rectus	Чэкк связка левый медиальная прямая мышца	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Чэкк связка левой медиальной прямой мышцы	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA49443	anatomical cluster	Анатомический кластер	TRANSLITERATION	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA50343	right medial frontobasal artery	Правый медиальная фронтобасал артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая медиальная фронтобасал артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA50344	left medial frontobasal artery	Левый медиальная фронтобасал артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая медиальная фронтобасал артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA50380	right polar temporal artery	Правый полярная височная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая полярная височная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA50381	left polar temporal artery	Левый полярная височная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая полярная височная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA50443	right lateral frontobasal artery	Правый латеральная фронтобасал артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая латеральная фронтобасал артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA50444	left lateral frontobasal artery	Левый латеральная фронтобасал артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая латеральная фронтобасал артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA50445	right prefrontal artery	Правый префронтальная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая префронтальная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA50478	left prefrontal artery	Левый префронтальная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая префронтальная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA50566	medial branch of right pontine artery	Медиальная ветвь правый мостовая артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Медиальная ветвь правой мостовой артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA50567	medial branch of left pontine artery	Медиальная ветвь левый мостовая артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Медиальная ветвь левой мостовой артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA50568	lateral branch of right pontine artery	Латеральная ветвь правый мостовая артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Латеральная ветвь правой мостовой артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA50569	lateral branch of left pontine artery	Латеральная ветвь левый мостовая артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Латеральная ветвь левой мостовой артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA50590	precommunicating part of posterior cerebral artery	Прэкоммуникатинг часть задняя мозговая артерия	TRANSLITERATION	EXACT	pars precommunicans arteriae posterioris cerebri	precommunicating part of posterior cerebral artery	APPLY	HIGH	предсоединительная часть задней мозговой артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA50639	precommunicating part of right posterior cerebral artery	Прэкоммуникатинг часть правый задняя мозговая артерия	TRANSLITERATION	PROBABLE	pars precommunicans arteriae posterioris cerebri	precommunicating part of posterior cerebral artery	APPLY	HIGH	предсоединительная часть правый задней мозговой артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA50640	precommunicating part of left posterior cerebral artery	Прэкоммуникатинг часть левый задняя мозговая артерия	TRANSLITERATION	PROBABLE	pars precommunicans arteriae posterioris cerebri	precommunicating part of posterior cerebral artery	APPLY	HIGH	предсоединительная часть левый задней мозговой артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA50643	right lateral occipital artery	Правый латеральная затылочная артерия	LATERALITY|GRAMMAR	PROBABLE	arteria occipitalis lateralis	lateral occipital artery	APPLY	HIGH	Правая латеральная затылочная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA50644	left lateral occipital artery	Левый латеральная затылочная артерия	LATERALITY|GRAMMAR	PROBABLE	arteria occipitalis lateralis	lateral occipital artery	APPLY	HIGH	Левая латеральная затылочная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA50645	right medial occipital artery	Правый медиальная затылочная артерия	LATERALITY|GRAMMAR	PROBABLE	arteria occipitalis medialis	medial occipital artery	APPLY	HIGH	Правая медиальная затылочная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA50646	left medial occipital artery	Левый медиальная затылочная артерия	LATERALITY|GRAMMAR	PROBABLE	arteria occipitalis medialis	medial occipital artery	APPLY	HIGH	Левая медиальная затылочная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA50680	middle temporal branch of right lateral occipital artery	Средняя височная ветвь правый латеральная затылочная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Средняя височная ветвь правой латеральной затылочной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA50681	middle temporal branch of left lateral occipital artery	Средняя височная ветвь левый латеральная затылочная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Средняя височная ветвь левой латеральной затылочной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA51042	right deep femoral vein	Правый глубокая бедренная вена	LATERALITY|GRAMMAR	PROBABLE	vena profunda femoris	deep femoral vein	APPLY	HIGH	Правая глубокая бедренная вена	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA51043	left deep femoral vein	Левый глубокая бедренная вена	LATERALITY|GRAMMAR	PROBABLE	vena profunda femoris	deep femoral vein	APPLY	HIGH	Левая глубокая бедренная вена	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA52629	right lacrimal nerve	Правый слёзная нерв	LATERALITY|GRAMMAR	PROBABLE	nervus lacrimalis	lacrimal nerve	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA52630	left lacrimal nerve	Левый слёзная нерв	LATERALITY|GRAMMAR	PROBABLE	nervus lacrimalis	lacrimal nerve	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA52639	right frontal nerve	Правый лобная нерв	LATERALITY|GRAMMAR	PROBABLE	nervus frontalis	frontal nerve	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA52640	left frontal nerve	Левый лобная нерв	LATERALITY|GRAMMAR	PROBABLE	nervus frontalis	frontal nerve	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
