conceptId	system	en	ru
FMA38516	muscular	right abductor pollicis longus	
FMA38517	muscular	left abductor pollicis longus	
FMA38518	muscular	extensor pollicis brevis	
FMA38519	muscular	right extensor pollicis brevis	
FMA38520	muscular	left extensor pollicis brevis	
FMA38521	muscular	extensor pollicis longus	
FMA38522	muscular	right extensor pollicis longus	
FMA38523	muscular	left extensor pollicis longus	
FMA38524	muscular	extensor indicis	
FMA38525	muscular	right extensor indicis	
FMA38526	muscular	left extensor indicis	
FMA38558	muscular	humeral head of pronator teres	
FMA38559	muscular	ulnar head of pronator teres	
FMA38560	muscular	humeral head of right pronator teres	
FMA38561	muscular	humeral head of left pronator teres	
FMA38562	muscular	ulnar head of right pronator teres	
FMA38563	muscular	ulnar head of left pronator teres	
FMA38615	muscular	humeral head of flexor carpi ulnaris	
FMA38616	muscular	ulnar head of flexor carpi ulnaris	
FMA38617	muscular	humeral head of right flexor carpi ulnaris	
FMA38618	muscular	humeral head of left flexor carpi ulnaris	
FMA38619	muscular	ulnar head of right flexor carpi ulnaris	
FMA38620	muscular	ulnar head of left flexor carpi ulnaris	
FMA38928	muscular	right rectus femoris	
FMA38929	muscular	left rectus femoris	
FMA38930	muscular	right vastus lateralis	
FMA38931	muscular	left vastus lateralis	
FMA38932	muscular	right vastus medialis	
FMA38933	muscular	left vastus medialis	
FMA38934	muscular	right vastus intermedius	
FMA38935	muscular	left vastus intermedius	
FMA39988	sensory	flexor retinaculum of wrist	
FMA40120	sensory	flexor retinaculum of right wrist	
FMA40121	sensory	flexor retinaculum of left wrist	
FMA42380	muscular	intrinsic muscle of hand	
FMA42398	muscular	set of lumbricals of right hand	
FMA42399	muscular	set of lumbricals of left hand	
FMA42402	muscular	set of palmar interossei of right hand	
FMA42403	muscular	set of palmar interossei of left hand	
FMA42404	muscular	set of dorsal interossei of right hand	
FMA42405	muscular	set of dorsal interossei of left hand	
FMA42603	sensory	organ component cluster	
FMA43252	skeletal	proximal phalanx of big toe	
FMA43253	skeletal	proximal phalanx of right big toe	
FMA43254	skeletal	proximal phalanx of left big toe	
FMA43882	muscular	gracilis	
FMA43883	muscular	right gracilis	
FMA43884	muscular	left gracilis	
FMA43886	muscular	right adductor minimus	
FMA43887	muscular	left adductor minimus	
FMA43888	arterial	inferior lateral genicular artery	
FMA43889	arterial	inferior medial genicular artery	
FMA43890	arterial	right inferior medial genicular artery	
FMA43891	arterial	left inferior medial genicular artery	
FMA43892	arterial	right inferior lateral genicular artery	
FMA43893	arterial	left inferior lateral genicular artery	
FMA43895	arterial	posterior tibial artery	
FMA43896	arterial	right anterior tibial artery	
FMA43897	arterial	left anterior tibial artery	
FMA43898	arterial	right posterior tibial artery	
FMA43899	arterial	left posterior tibial artery	
FMA43901	arterial	subdivision of posterior tibial artery	
FMA43907	arterial	right anterior tibial recurrent artery	
FMA43908	arterial	left anterior tibial recurrent artery	
FMA43915	arterial	dorsalis pedis artery	
FMA43916	arterial	right dorsalis pedis artery	
FMA43917	arterial	left dorsalis pedis artery	
FMA43925	arterial	medial plantar artery	
FMA43926	arterial	lateral plantar artery	
FMA43929	arterial	right medial plantar artery	
FMA43930	arterial	left medial plantar artery	
FMA43931	arterial	right lateral plantar artery	
FMA43932	arterial	left lateral plantar artery	
FMA43933	arterial	superficial medial plantar artery	
FMA43937	arterial	right superficial medial plantar artery	
FMA43938	arterial	left superficial medial plantar artery	
FMA43942	arterial	plantar arch	
FMA43943	arterial	right plantar arch	
FMA43944	arterial	left plantar arch	
FMA43956	arterial	plantar metatarsal artery	
FMA44197	connective	tarsal ligament	
FMA44245	connective	plantar tarsal ligament	
FMA44248	connective	long plantar ligament	
FMA44249	connective	right long plantar ligament	
FMA44250	connective	left long plantar ligament	
FMA44318	venous	superficial epigastric vein	
FMA44323	venous	tributary of femoral vein	
FMA44324	venous	tributary of deep femoral vein	
FMA44325	venous	medial circumflex femoral vein	
FMA44326	venous	lateral circumflex femoral vein	
FMA44327	venous	popliteal vein	
FMA44328	venous	right popliteal vein	
FMA44329	venous	left popliteal vein	
FMA44330	venous	tributary of popliteal vein	
FMA44332	venous	posterior tibial vein	
FMA44333	venous	small saphenous vein	
FMA44334	venous	right small saphenous vein	
FMA44335	venous	left small saphenous vein	
FMA44336	venous	right anterior tibial vein	
FMA44337	venous	left anterior tibial vein	
FMA44338	venous	right posterior tibial vein	
FMA44339	venous	left posterior tibial vein	
FMA44340	venous	right superficial epigastric vein	
FMA44341	venous	left superficial epigastric vein	
FMA44356	venous	dorsal venous arch of foot	
FMA44489	venous	plantar venous arch of foot	
FMA44499	venous	tributary of plantar venous arch	
FMA44504	venous	plantar metatarsal vein	
FMA44558	venous	fibular vein	
FMA44559	venous	genicular vein	
FMA44595	arterial	lateral tarsal artery	
FMA44660	arterial	dorsal digital artery of foot	
FMA44881	venous	dorsal venous arch of right foot	
FMA44882	venous	dorsal venous arch of left foot	
FMA44883	venous	plantar venous arch of right foot	
FMA44884	venous	plantar venous arch of left foot	
FMA44885	venous	right fibular vein	
FMA44886	venous	left fibular vein	
FMA44887	venous	right genicular vein	
FMA44888	venous	left genicular vein	
FMA44918	venous	right medial circumflex femoral vein	
FMA44919	venous	left medial circumflex femoral vein	
FMA44920	venous	right lateral circumflex femoral vein	
FMA44922	venous	left lateral circumflex femoral vein	
FMA45096	skeletal	sesamoid bone of foot	
FMA45097	skeletal	sesamoid bone of right foot	
FMA45098	skeletal	sesamoid bone of left foot	
FMA45638	nervous	subdivision of nervous system	
FMA45729	muscular	head of organ	
FMA45732	digestive	parenchyma	
FMA45738	muscular	platysma	
FMA45739	muscular	right platysma	
FMA45740	muscular	left platysma	
FMA45826	muscular	right stylohyoid	
FMA45827	muscular	left stylohyoid	
FMA45854	muscular	right pubococcygeus	
FMA45855	muscular	left pubococcygeus	
FMA45856	muscular	right puborectalis	
FMA45857	muscular	left puborectalis	
FMA45858	muscular	right iliococcygeus	
FMA45859	muscular	left iliococcygeus	
FMA45881	muscular	head of biceps femoris	
FMA45887	muscular	long head of biceps femoris	
FMA45888	muscular	long head of right biceps femoris	
FMA45889	muscular	long head of left biceps femoris	
FMA45890	muscular	short head of biceps femoris	
FMA45891	muscular	short head of right biceps femoris	
FMA45892	muscular	short head of left biceps femoris	
FMA45950	muscular	head of gastrocnemius	
FMA45956	muscular	medial head of gastrocnemius	
FMA45957	muscular	medial head of right gastrocnemius	
FMA45958	muscular	medial head of left gastrocnemius	
FMA45959	muscular	lateral head of gastrocnemius	
FMA45960	muscular	lateral head of right gastrocnemius	
FMA45961	muscular	lateral head of left gastrocnemius	
FMA45963	muscular	head of flexor hallucis brevis	
FMA45969	muscular	medial head of flexor hallucis brevis	
FMA45970	muscular	lateral head of flexor hallucis brevis	
FMA45971	muscular	medial head of right flexor hallucis brevis	
FMA45972	muscular	medial head of left flexor hallucis brevis	
FMA45973	muscular	lateral head of right flexor hallucis brevis	
FMA45974	muscular	lateral head of left flexor hallucis brevis	
FMA46012	muscular	head of adductor hallucis	
FMA46014	muscular	oblique head of adductor hallucis	
FMA46015	muscular	transverse head of adductor hallucis	
FMA46018	muscular	oblique head of right adductor hallucis	
FMA46019	muscular	oblique head of left adductor hallucis	
FMA46020	muscular	transverse head of right adductor hallucis	
FMA46021	muscular	transverse head of left adductor hallucis	
FMA46104	muscular	superficial head of flexor pollicis brevis	
FMA46119	muscular	oblique head of adductor pollicis	
FMA46120	muscular	transverse head of adductor pollicis	
FMA46121	muscular	oblique head of right adductor pollicis	
FMA46122	muscular	oblique head of left adductor pollicis	
FMA46123	muscular	transverse head of right adductor pollicis	
FMA46124	muscular	transverse head of left adductor pollicis	
FMA46279	muscular	zone of longus colli	
FMA46280	muscular	superior oblique part of longus colli	
FMA46281	muscular	inferior oblique part of longus colli	
FMA46282	muscular	vertical intermediate part of longus colli	
FMA46284	muscular	superior oblique part of left longus colli	
FMA46286	muscular	vertical intermediate part of left longus colli	
FMA46288	muscular	inferior oblique part of left longus colli	
FMA46290	muscular	suprahyoid muscle	
FMA46291	muscular	digastric	
FMA46292	muscular	right digastric	
FMA46293	muscular	left digastric	
FMA46308	muscular	longus capitis	
FMA46309	muscular	right longus capitis	
FMA46310	muscular	left longus capitis	
FMA46312	muscular	rectus capitis anterior	
FMA46313	muscular	right rectus capitis anterior	
FMA46314	muscular	left rectus capitis anterior	
FMA46316	muscular	rectus capitis lateralis	
FMA46317	muscular	right rectus capitis lateralis	
FMA46318	muscular	left rectus capitis lateralis	
FMA46320	muscular	mylohyoid	
FMA46321	muscular	right mylohyoid	
FMA46322	muscular	left mylohyoid	
FMA46325	muscular	geniohyoid	
FMA46326	muscular	right geniohyoid	
FMA46327	muscular	left geniohyoid	
FMA46442	connective	tendinous arch of levator ani	
FMA46443	muscular	right coccygeus	
FMA46444	muscular	left coccygeus	
FMA46490	integumentary	subdivision of mouth	
FMA46562	muscular	muscle of larynx	
FMA46576	muscular	posterior crico-arytenoid	
FMA46577	muscular	right posterior crico-arytenoid	
FMA46578	muscular	left posterior crico-arytenoid	
FMA46579	muscular	lateral crico-arytenoid	
FMA46580	muscular	right lateral crico-arytenoid	
FMA46581	muscular	left lateral crico-arytenoid	
FMA46582	muscular	transverse arytenoid	
FMA46583	muscular	oblique arytenoid	
FMA46584	muscular	right oblique arytenoid	
FMA46585	muscular	left oblique arytenoid	
FMA46588	muscular	thyro-arytenoid	
FMA46589	muscular	right thyro-arytenoid	
FMA46590	muscular	left thyro-arytenoid	
FMA46591	muscular	vocalis	
FMA46592	muscular	right vocalis	
FMA46593	muscular	left vocalis	
FMA46601	muscular	zone of oblique arytenoid	
FMA46604	muscular	right aryepiglotticus	
FMA46605	muscular	left aryepiglotticus	
FMA46608	muscular	zone of cricothyroid	
FMA46609	muscular	straight part of cricothyroid	
FMA46610	muscular	oblique part of cricothyroid	
FMA46611	muscular	straight part of right cricothyroid	
FMA46612	muscular	straight part of left cricothyroid	
FMA46613	muscular	oblique part of right cricothyroid	
FMA46614	muscular	oblique part of left cricothyroid	
FMA46619	respiratory	muscle of pharynx	
FMA46620	respiratory	constrictor muscle of pharynx	
FMA46621	respiratory	superior pharyngeal constrictor	
FMA46622	respiratory	middle pharyngeal constrictor	
FMA46623	respiratory	inferior pharyngeal constrictor	
FMA46631	respiratory	right superior pharyngeal constrictor	
FMA46632	respiratory	left superior pharyngeal constrictor	
FMA46633	respiratory	right middle pharyngeal constrictor	
FMA46634	respiratory	left middle pharyngeal constrictor	
FMA46635	respiratory	right inferior pharyngeal constrictor	
FMA46636	respiratory	left inferior pharyngeal constrictor	
FMA46664	respiratory	stylopharyngeus	
FMA46665	respiratory	salpingopharyngeus	
FMA46666	respiratory	palatopharyngeus	
FMA46667	respiratory	right stylopharyngeus	
FMA46668	respiratory	left stylopharyngeus	
FMA46669	respiratory	right salpingopharyngeus	
FMA46670	respiratory	left salpingopharyngeus	
FMA46671	respiratory	right palatopharyngeus	
FMA46672	respiratory	left palatopharyngeus	
FMA46689	muscular	muscle of tongue	
FMA46690	muscular	genioglossus	
FMA46691	muscular	hyoglossus	
FMA46698	muscular	right genioglossus	
FMA46699	muscular	extrinsic muscle of tongue	
FMA46702	muscular	left genioglossus	
FMA46703	muscular	right hyoglossus	
FMA46704	muscular	left hyoglossus	
FMA46726	muscular	muscle of palate	
FMA46727	muscular	levator veli palatini	
FMA46728	muscular	right levator veli palatini	
FMA46729	muscular	left levator veli palatini	
FMA46730	muscular	tensor veli palatini	
FMA46731	muscular	right tensor veli palatini	
FMA46732	muscular	left tensor veli palatini	
FMA46733	muscular	uvular muscle	
FMA46751	muscular	muscle of face	
FMA49033	muscular	extra-ocular muscle	
FMA49035	muscular	superior rectus	
FMA49036	muscular	inferior rectus	
FMA49037	muscular	medial rectus	
FMA49038	muscular	lateral rectus	
FMA49039	muscular	superior oblique	
FMA49040	muscular	inferior oblique	
FMA49041	muscular	levator palpebrae superioris	
FMA49044	muscular	right superior rectus	
FMA49045	muscular	left superior rectus	
FMA49046	muscular	right inferior rectus	
FMA49047	muscular	left inferior rectus	
FMA49048	muscular	right levator palpebrae superioris	
FMA49049	muscular	left levator palpebrae superioris	
FMA49050	muscular	right inferior oblique	
FMA49051	muscular	left inferior oblique	
FMA49052	muscular	right superior oblique	
FMA49053	muscular	left superior oblique	
FMA49054	muscular	right lateral rectus	
FMA49055	muscular	left lateral rectus	
FMA49056	muscular	right medial rectus	
FMA49057	muscular	left medial rectus	
FMA49065	connective	trochlea of superior oblique	
FMA49067	connective	trochlea of right superior oblique	
FMA49068	connective	trochlea of left superior oblique	
FMA49071	sensory	common tendinous ring	
FMA49072	sensory	right common tendinous ring	
FMA49073	sensory	left common tendinous ring	
FMA49143	connective	check ligament of lateral rectus	
FMA49144	connective	check ligament of right lateral rectus	
FMA49145	connective	check ligament of left lateral rectus	
FMA49146	connective	check ligament of medial rectus	
FMA49147	connective	check ligament of right medial rectus	
FMA49148	connective	check ligament of left medial rectus	
FMA49868	arterial	ophthalmic artery	
FMA49869	arterial	right ophthalmic artery	
FMA49870	arterial	left ophthalmic artery	
FMA49893	arterial	coronary artery	
FMA49907	venous	pulmonary venous tree organ	
FMA49908	venous	superior pulmonary vein	
FMA49910	venous	inferior pulmonary vein	
FMA49911	venous	right inferior pulmonary vein	
FMA49913	venous	left inferior pulmonary vein	
FMA49914	venous	right superior pulmonary vein	
FMA49916	venous	left superior pulmonary vein	
FMA49918	arterial	systemic arterial trunk	
FMA50029	arterial	right anterior cerebral artery	
FMA50030	arterial	left anterior cerebral artery	
FMA50080	arterial	zone of middle cerebral artery	
FMA50084	arterial	posterior communicating artery	
FMA50085	arterial	right posterior communicating artery	
FMA50086	arterial	left posterior communicating artery	
FMA50088	arterial	right anterior choroidal artery	
FMA50089	arterial	left anterior choroidal artery	
FMA50185	muscular	musculature of subdivision of trunk	
FMA50200	muscular	musculature of subdivision of upper limb	
FMA50328	arterial	medial frontobasal artery	
FMA50330	arterial	callosomarginal artery	
FMA50333	arterial	intermediomedial branch of callosomarginal artery	
FMA50334	arterial	posteromedial branch of callosomarginal artery	
FMA50336	arterial	paracentral branch of callosomarginal artery	
FMA50337	arterial	pericallosal artery	
FMA50339	arterial	precuneal branch of pericallosal artery	
FMA50343	arterial	right medial frontobasal artery	
FMA50344	arterial	left medial frontobasal artery	
FMA50347	arterial	right callosomarginal artery	
FMA50348	arterial	left callosomarginal artery	
FMA50351	arterial	intermediomedial branch of right callosomarginal artery	
FMA50352	arterial	intermediomedial branch of left callosomarginal artery	
FMA50353	arterial	posteromedial branch of right callosomarginal artery	
FMA50354	arterial	posteromedial branch of left callosomarginal artery	
FMA50357	arterial	paracentral branch of right callosomarginal artery	
FMA50358	arterial	paracentral branch of left callosomarginal artery	
FMA50359	arterial	right pericallosal artery	
FMA50360	arterial	left pericallosal artery	
FMA50361	arterial	precuneal branch of right pericallosal artery	
FMA50362	arterial	precuneal branch of left pericallosal artery	
FMA50365	arterial	sphenoid part of middle cerebral artery	
FMA50366	arterial	sphenoid part of right middle cerebral artery	
FMA50367	arterial	sphenoid part of left middle cerebral artery	
FMA50368	arterial	insular part of middle cerebral artery	
FMA50369	arterial	insular part of right middle cerebral artery	
FMA50370	arterial	insular part of left middle cerebral artery	
FMA50379	arterial	polar temporal artery	
FMA50380	arterial	right polar temporal artery	
FMA50381	arterial	left polar temporal artery	
FMA50383	arterial	right anterior temporal artery	
FMA50384	arterial	left anterior temporal artery	
FMA50391	muscular	musculature of subdivision of free upper limb	
FMA50427	arterial	hypothalamic branch of posterior communicating artery	
FMA50428	arterial	hypothalamic branch of right posterior communicating artery	
FMA50429	arterial	hypothalamic branch of left posterior communicating artery	
FMA50436	arterial	superior terminal branch of middle cerebral artery	
FMA50437	arterial	prefrontal artery	
FMA50438	arterial	temporal artery	
FMA50439	arterial	inferior terminal branch of middle cerebral artery	
FMA50442	arterial	lateral frontobasal artery	
FMA50443	arterial	right lateral frontobasal artery	
FMA50444	arterial	left lateral frontobasal artery	
FMA50445	arterial	right prefrontal artery	
FMA50466	arterial	middle temporal branch of middle cerebral artery	
FMA50467	arterial	middle temporal branch of right middle cerebral artery	
FMA50468	arterial	middle temporal branch of left middle cerebral artery	
FMA50469	arterial	posterior temporal branch of middle cerebral artery	
FMA50470	arterial	posterior temporal branch of right middle cerebral artery	
FMA50471	arterial	posterior temporal branch of left middle cerebral artery	
FMA50472	arterial	temporo-occipital branch of middle cerebral artery	
FMA50473	arterial	temporo-occipital branch of right middle cerebral artery	
FMA50474	arterial	temporo-occipital branch of left middle cerebral artery	
FMA50476	arterial	branch of right middle cerebral artery to right angular gyrus	
FMA50478	arterial	left prefrontal artery	
FMA50486	arterial	right anterior parietal artery	
FMA50487	arterial	left anterior parietal artery	
FMA50488	arterial	posterior parietal artery	
FMA50489	arterial	right posterior parietal artery	
FMA50490	arterial	left posterior parietal artery	
FMA50518	arterial	posterior inferior cerebellar artery	
FMA50519	arterial	right posterior inferior cerebellar artery	
FMA50520	arterial	left posterior inferior cerebellar artery	
FMA50532	arterial	right anterior spinal artery	
FMA50533	arterial	left anterior spinal artery	
FMA50564	arterial	medial branch of pontine artery	
FMA50565	arterial	lateral branch of pontine artery	
FMA50566	arterial	medial branch of right pontine artery	
FMA50567	arterial	medial branch of left pontine artery	
FMA50568	arterial	lateral branch of right pontine artery	
FMA50569	arterial	lateral branch of left pontine artery	
FMA50573	arterial	superior cerebellar artery	
FMA50574	arterial	right superior cerebellar artery	
FMA50575	arterial	left superior cerebellar artery	
FMA50576	arterial	branch of superior cerebellar artery	
FMA50577	arterial	lateral superior cerebellar artery	
FMA50578	arterial	lateral branch of right superior cerebellar artery	
FMA50579	arterial	lateral branch of left superior cerebellar artery	
FMA50580	arterial	medial branch of superior cerebellar artery	
FMA50581	arterial	medial branch of right superior cerebellar artery	
FMA50582	arterial	medial branch of left superior cerebellar artery	
FMA50587	arterial	posteromedial central branch of posterior cerebral artery	
FMA50589	arterial	zone of posterior cerebral artery	
FMA50590	arterial	precommunicating part of posterior cerebral artery	
FMA50591	arterial	postcommunicating part of posterior cerebral artery	
FMA50624	arterial	thalamoperforating artery	
FMA50629	arterial	thalamogeniculate artery	
FMA50630	arterial	posterior medial choroidal artery	
FMA50633	arterial	lateral occipital artery	
FMA50638	arterial	medial occipital artery	
FMA50639	arterial	precommunicating part of right posterior cerebral artery	
FMA50640	arterial	precommunicating part of left posterior cerebral artery	
FMA50641	arterial	postcommunicating part of right posterior cerebral artery	
FMA50642	arterial	postcommunicating part of left posterior cerebral artery	
FMA50643	arterial	right lateral occipital artery	
FMA50644	arterial	left lateral occipital artery	
FMA50645	arterial	right medial occipital artery	
FMA50646	arterial	left medial occipital artery	
FMA50649	arterial	middle temporal branch of lateral occipital artery	
FMA50652	arterial	splenial artery	
FMA50660	arterial	posteromedial central branch of right posterior cerebral artery	
FMA50661	arterial	posteromedial central branch of left posterior cerebral artery	
FMA50664	arterial	right thalamoperforating artery	
FMA50665	arterial	left thalamoperforating artery	
FMA50670	arterial	right thalamogeniculate artery	
FMA50671	arterial	left thalamogeniculate artery	
FMA50672	arterial	right posterior medial choroidal artery	
FMA50673	arterial	left posterior medial choroidal artery	
FMA50680	arterial	middle temporal branch of right lateral occipital artery	
FMA50681	arterial	middle temporal branch of left lateral occipital artery	
FMA50684	arterial	right splenial artery	
FMA50685	arterial	left splenial artery	
FMA50695	arterial	superior vermian branch of medial branch of superior cerebellar artery	
FMA50696	arterial	superior vermian branch of medial branch of right superior cerebellar artery	
FMA50697	arterial	superior vermian branch of medial branch of left superior cerebellar artery	
FMA50722	arterial	region of vascular tree organ	
FMA50723	venous	vein	
FMA50735	venous	hepatic portal vein	
FMA50736	venous	subdivision of pre-hepatic portal vein	
FMA50737	arterial	celiac artery	
FMA50859	venous	right suprascapular vein	
FMA50860	venous	left suprascapular vein	
FMA50863	nervous	optic nerve	
FMA50865	nervous	trochlear nerve	
FMA50872	arterial	right pulmonary artery	
FMA50873	arterial	left pulmonary artery	
FMA50875	nervous	right optic nerve	
FMA50878	nervous	left optic nerve	
FMA50881	nervous	right trochlear nerve	
FMA50882	nervous	left trochlear nerve	
FMA51041	venous	deep femoral vein	
FMA51042	venous	right deep femoral vein	
FMA51043	venous	left deep femoral vein	
FMA51048	skeletal	iliotibial tract	
FMA51061	connective	calcaneal tendon	
FMA51071	muscular	flexor digitorum longus	
FMA51099	skeletal	tibialis posterior	
FMA51141	muscular	extensor hallucis brevis	
FMA51144	muscular	right extensor hallucis brevis	
FMA51145	muscular	left extensor hallucis brevis	
FMA52572	nervous	superior branch of oculomotor nerve	
FMA52573	nervous	inferior branch of oculomotor nerve	
FMA52574	nervous	superior branch of right oculomotor nerve	
FMA52575	nervous	superior branch of left oculomotor nerve	
FMA52576	nervous	inferior branch of right oculomotor nerve	
FMA52577	nervous	inferior branch of left oculomotor nerve	
FMA52607	nervous	branch of trigeminal nerve	
FMA52621	nervous	ophthalmic nerve	
FMA52622	nervous	right ophthalmic nerve	
FMA52623	nervous	left ophthalmic nerve	
FMA52628	nervous	lacrimal nerve	
FMA52629	nervous	right lacrimal nerve	
FMA52630	nervous	left lacrimal nerve	
FMA52638	nervous	frontal nerve	
FMA52639	nervous	right frontal nerve	
FMA52640	nervous	left frontal nerve	
FMA52642	nervous	supratrochlear nerve	
FMA52643	nervous	right supratrochlear nerve	
FMA52644	nervous	left supratrochlear nerve	
FMA52655	nervous	supra-orbital nerve	
FMA52656	nervous	right supra-orbital nerve	
FMA52657	nervous	left supra-orbital nerve	
FMA52668	nervous	nasociliary nerve	
FMA52669	nervous	right nasociliary nerve	
FMA52670	nervous	left nasociliary nerve	
FMA52672	nervous	communicating branch of nasociliary nerve with ciliary ganglion	
FMA52673	nervous	communicating branch of right nasociliary nerve with right ciliary ganglion	
FMA52674	nervous	communicating branch of left nasociliary nerve with left ciliary ganglion	
FMA52676	nervous	right anterior ethmoidal nerve	
FMA52677	nervous	left anterior ethmoidal nerve	
FMA52691	nervous	long ciliary nerve	
FMA52693	nervous	infratrochlear nerve	
FMA52698	nervous	right infratrochlear nerve	
FMA52699	nervous	left infratrochlear nerve	
FMA52714	nervous	posterior ethmoidal nerve	
FMA52715	nervous	right posterior ethmoidal nerve	
FMA52716	nervous	left posterior ethmoidal nerve	
FMA52734	skeletal	frontal bone	
FMA52735	skeletal	occipital bone	
FMA52736	skeletal	sphenoid bone	
FMA52737	skeletal	temporal bone	
FMA52738	skeletal	right temporal bone	
FMA52739	skeletal	left temporal bone	
FMA52740	skeletal	ethmoid	
FMA52741	sensory	lacrimal bone	
FMA52745	skeletal	nasal bone	
FMA52746	skeletal	palatine bone	
FMA52747	skeletal	zygomatic bone	
FMA52748	skeletal	mandible	
FMA52749	skeletal	hyoid bone	
FMA52781	sensory	external ear	
FMA52788	skeletal	right parietal bone	
FMA52789	skeletal	left parietal bone	
FMA52892	skeletal	right zygomatic bone	
FMA52893	skeletal	left zygomatic bone	
FMA53549	nervous	right ciliary ganglion	
FMA53550	nervous	left ciliary ganglion	
FMA53645	sensory	right lacrimal bone	
FMA53646	sensory	left lacrimal bone	
FMA53647	skeletal	right nasal bone	
FMA53648	skeletal	left nasal bone	
FMA53649	skeletal	right maxilla	
FMA53650	skeletal	left maxilla	
FMA53655	skeletal	right palatine bone	
FMA53656	skeletal	left palatine bone	
FMA53667	integumentary	hair	
FMA54158	connective	tendon of levator palpebrae superioris	
FMA54159	connective	tendon of right levator palpebrae superioris	
FMA54237	integumentary	eyebrow	
FMA54241	integumentary	hair of head	
FMA54250	integumentary	hair of trunk	
FMA54319	integumentary	pubic hair	
FMA54393	integumentary	subdivision of face	
FMA54640	digestive	tongue	
FMA54736	respiratory	inferior nasal concha	
FMA54737	respiratory	right inferior nasal concha	
FMA54738	respiratory	left inferior nasal concha	
FMA54839	connective	interosseous membrane	
FMA54877	respiratory	subdivision of pharynx	
FMA54921	connective	extrinsic ligament of larynx	
FMA55053	respiratory	subdivision of laryngopharynx	
FMA55077	connective	pharyngeal raphe	
FMA55093	digestive	submandibular gland	
FMA55099	skeletal	thyroid cartilage	
FMA55107	skeletal	cartilage organ	
FMA55108	skeletal	laryngeal cartilage	
FMA55110	skeletal	corniculate cartilage	
FMA55111	skeletal	cuneiform cartilage	
FMA55113	skeletal	right arytenoid cartilage	
FMA55114	skeletal	left arytenoid cartilage	
FMA55115	skeletal	right corniculate cartilage	
FMA55116	skeletal	left corniculate cartilage	
FMA55117	skeletal	right cuneiform cartilage	
FMA55118	skeletal	left cuneiform cartilage	
FMA55130	respiratory	epiglottis	
FMA55131	connective	ligament of larynx	
FMA55132	connective	thyrohyoid membrane	
FMA55133	connective	right thyrohyoid membrane	
FMA55134	connective	left thyrohyoid membrane	
FMA55135	connective	thyrohyoid ligament	
FMA55138	connective	median thyrohyoid ligament	
FMA55139	connective	lateral thyrohyoid ligament	
FMA55140	connective	right lateral thyrohyoid ligament	
FMA55141	connective	left lateral thyrohyoid ligament	
FMA55226	muscular	intrinsic muscle of larynx	
FMA55227	connective	hyo-epiglottic ligament	
FMA55230	connective	thyro-epiglottic ligament	
FMA55233	connective	cricothyroid ligament	
FMA55237	connective	median cricothyroid ligament	
FMA55244	connective	vocal ligament	
FMA55245	connective	right vocal ligament	
FMA55246	connective	left vocal ligament	
FMA55250	connective	conus elasticus	
FMA55251	connective	right conus elasticus	
FMA55252	connective	left conus elasticus	
FMA55268	muscular	organ zone	
FMA55618	connective	pterygomandibular raphe	
FMA55619	connective	right pterygomandibular raphe	
FMA55620	connective	left pterygomandibular raphe	
FMA55636	skeletal	canine tooth	
FMA55637	skeletal	premolar tooth	
FMA55638	skeletal	molar tooth	
FMA55661	digestive	parenchymatous organ	
FMA55662	digestive	lobular organ	
FMA55665	muscular	nonparenchymatous organ	
FMA55670	muscular	solid organ	
FMA55671	skeletal	cavitated organ	
FMA55672	skeletal	organ with organ cavity	
FMA55673	skeletal	organ with cavitated organ parts	
FMA55676	nervous	segment of brain	
FMA55677	venous	hollow tree organ	
FMA55680	skeletal	right upper lateral secondary incisor tooth	
FMA55681	skeletal	right upper central secondary incisor tooth	
FMA55682	skeletal	left upper central secondary incisor tooth	
FMA55683	skeletal	left upper lateral secondary incisor tooth	
FMA55686	skeletal	right lower secondary canine tooth	
FMA55687	skeletal	left lower secondary canine tooth	
FMA55688	skeletal	right upper second secondary premolar tooth	
FMA55689	skeletal	right upper first secondary premolar tooth	
FMA55690	skeletal	left upper first secondary premolar tooth	
FMA55691	skeletal	left upper second secondary premolar tooth	
FMA55692	skeletal	left lower second secondary premolar tooth	
FMA55693	skeletal	left lower first secondary premolar tooth	
FMA55694	skeletal	right lower first secondary premolar tooth	
FMA55695	skeletal	right lower second secondary premolar tooth	
FMA55697	skeletal	right upper second secondary molar tooth	
FMA55698	skeletal	right upper first secondary molar tooth	
FMA55699	skeletal	left upper first secondary molar tooth	
FMA55700	skeletal	left upper second secondary molar tooth	
FMA55703	skeletal	left lower second secondary molar tooth	
FMA55704	skeletal	left lower first secondary molar tooth	
FMA55705	skeletal	right lower first secondary molar tooth	
FMA55706	skeletal	right lower second secondary molar tooth	
FMA55712	skeletal	upper secondary incisor tooth	
FMA55713	skeletal	lower secondary incisor tooth	
FMA55714	skeletal	upper secondary canine tooth	
FMA55715	skeletal	lower secondary canine tooth	
FMA55716	skeletal	upper secondary premolar tooth	
FMA55717	skeletal	lower secondary premolar tooth	
FMA55720	skeletal	upper secondary molar tooth	
FMA55721	skeletal	lower secondary molar tooth	
FMA55722	skeletal	upper central secondary incisor tooth	
FMA55723	skeletal	lower central secondary incisor tooth	
FMA55724	skeletal	upper lateral secondary incisor tooth	
FMA55725	skeletal	lower lateral secondary incisor tooth	
FMA55798	skeletal	right upper secondary canine tooth	
